UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,YEAR,UNIQUE_ID,DSGN_CYCLE,AG_ECO3,AG_ECO3_NM,AG_ECO9,AG_ECO9_NM,BORD_RIV,CNTYNAME,COMID,DES_FTYPE,ELEVATION,EPA_REG,EVAL_CAT,FCODE,FED_NONFED,FEOW_ID,FRAME08,FRAME13,FRAME18,FRAMEEW,FRAMEWS,FS_EW,FTYPE,GNIS_ID,GNIS_NAME,HUC2,HUC2_NM,HUC8,HUC8_NM,LAT_DD83,LON_DD83,MAJ_BAS_NM,MAJ_BASIN,MAJ_RIV_NM,MAJ_RIVER,MIS_BAS_NM,MIS_BASIN,MISS_BASIN,NA_L1CODE,NA_L1NAME,NA_L2CODE,NA_L2NAME,NARS_NAME,OWN_NARS,PANEL_RVST,PANEL_SOT,PANEL_USE,PANEL_WGT,PROB_CAT,PSTL_CODE,REACHCODE,SF_ST_ID,SITETYPE,SOURCE,STATE_NM,STATE_SF,STATECTY,STRAH_CAL,STRAH_CAT,STRAH_ORD,STRATUM,TNT_CAT,URBN_NRS08,URBN_NRS18,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,USFS,WGT_CAT,WGT_DSGN,WGT_TP_EXTENT,XCOORD,YCOORD,WGT_TP_CORE
2014501,7/8/2021,NRS18_MS_10015,8/22/2019,1,2019,NRS_MS-10141,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Tate,15256250,StreamRiverPer,52.48,Region_04,Target_Sampled,46006,Federal,149,Include,Include,Include,Exclude,Exclude,Not_USFS,StreamRiver,692942,Coldwater River,H08,MS,H08030204,Coldwater,34.66684106,-90.21998438,Lower Mississippi Region,H08,Not Major River,NotMajorRiver,Lower Mississippi Region,H08,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,Coldwater River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseRO,NRS18_13_TSS,MS_RiversOther_CPL,MS,R08030204000153,None,PROB,NHDPlusV1,Mississippi,Include,F28137,6,RiversOther,6,MS,Target,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73d,Northern Backswamps,Not_Forest_Service,MS_RV_CPL_Include,1265.643,215.0699697,525133.5,-301280.2,338.7352023
2014502,7/8/2021,NRS18_NY_10042,8/25/2019,1,2019,NRS_NY-10108,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Warren,22307185,ArtificialPathStreamPer,179.91,Region_02,Target_Sampled,55800,Federal,118,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,970226,Hudson River,H02,MA,H02020001,Upper Hudson,43.47235045,-73.84034429,Mid-Atlantic Region,H02,Hudson River,MajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Hudson River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseRM,NRS18_13_TSS,MajorRiver,NY,R02020001000005,None,PROB,NHDPlusV1,New York,Include,F36113,6,RiversMajor,6,NY,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58ac,Eastern Adirondack Foothills,Not_Forest_Service,NY_RV_NAP_Include,115.0004,71.32481423,1768497,875789.4,78.34036973
2014503,7/8/2021,NRS18_ME_10493,8/25/2019,1,2019,NRS_ME-10328,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Somerset,3322136,ArtificialPathStreamPer,47.36,Region_01,Target_Sampled,55800,Federal,118,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,569110,Kennebec River,H01,NE,H01030003,Lower Kennebec,44.73871922,-69.76380198,New England Region,H01,Kennebec River,Additional,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Kennebec River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverRM_NAP,NRS18_18,ME_RM_NAP,ME,R01030003000324,None,PROB,NHDPlusv2,Maine,Include,F23025,6,RiversMajor,6,ME,Target,Non-Urban,Non-Urban,82,Acadian Plains and Hills,82e,Central Maine Embayment,Not_Forest_Service,ME_RV_NAP_Include,1036.472,103.0831892,2047706.077,1094319.138,116.8276144
2014504,7/8/2021,NRS18_MN_10001,8/25/2019,2,2019,NRS_MN-10061,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Faribault,10597422,StreamRiverPer,317.29,Region_05,Target_Sampled,46006,Federal,148,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,649968,Rice Creek,H07,MS,H07020011,Le Sueur,43.76481541,-94.04070848,Upper Mississippi Region,H07,Not Major River,NotMajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,Rice Creek,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_BaseStream,NRS18_08_TSS,MN_Streams_MN_3rd,MN,R07020011000019,None,PROB,NHDPlusV1,Minnesota,Include,F27043,3,LargeStreams,3,MN,Target,Non-Urban,Non-Urban,47,Western Corn Belt Plains,47b,Des Moines Lobe,Not_Forest_Service,MN_LS_TPL_Include,9967.390721,822.7071159,157107.3,702920.1,1851.091011
2014505,7/8/2021,NRS18_IN_10649,8/25/2019,1,2019,NRS_IN-10109,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Jefferson,18450655,StreamRiverPer,198.03,Region_05,Target_Sampled,46006,Federal,150,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,431028,Big Creek,H05,MS,H05120207,Muscatatuck,38.81478276,-85.52807281,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.2,CENTRAL USA PLAINS,Big Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverLS_TPL,NRS18_18,IN_LS_TPL,IN,R05120207000085,None,PROB,NHDPlusv2,Indiana,Include,F18077,3,LargeStreams,3,IN,Target,Non-Urban,Non-Urban,55,Eastern Corn Belt Plains,55d,Pre-Wisconsinan Drift Plains,Not_Forest_Service,IN_LS_TPL_Include,2421.613437,462.976825,898976.7162,196944.3473,757.5984409
2014506,7/8/2021,NRS18_SD_11294,8/25/2019,1,2019,NRS_SD-10596,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Butte,5454530,StreamRiverPer,896.18,Region_08,Target_Sampled,46006,Federal,142,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1265120,Belle Fourche River,H10U,MS,H10120202,Lower Belle Fourche,44.69356888,-103.7398439,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,Mississippi_Basin,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Belle Fourche River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverRO_NPL,NRS18_18,SD_RO_NPL,SD,R10120202000661,None,PROB,NHDPlusv2,South Dakota,Include,F46019,6,RiversOther,6,SD,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43g,Semiarid Pierre Shale Plains,Not_Forest_Service,SD_RV_NPL_Include_18,374.8071512,72.53666663,-611561.4357,829740.9795,116.0586666
2014507,7/8/2021,NRS18_MT_10032,8/25/2019,1,2019,NRS_MT-10434,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,Powell,24296566,StreamRiverPer,2019.58,Region_08,Target_Sampled,46006,Non-Federal,121,Include,Include,Include,Include,Include,West,StreamRiver,0,None,H17,PN,H17010201,Upper Clark Fork,46.40586386,-112.3703983,Pacific Northwest Region,H17,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,None,USFS,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseSS,NRS18_13_TSS,MT_SmallStreams_WMT,MT,R17010201001571,None,PROB,NHDPlusV1,Montana,Include,F30077,1,SmallStreams,1,MT,Target,Non-Urban,Non-Urban,17,Middle Rockies,17ai,Elkhorn Mountains-Boulder Batholith,Forest_Service,MT_SS_WMT_Include,11023.93,1740.2999,-1255924,1103537,2936.756081
2014508,7/8/2021,NRS18_NY_10016,8/26/2019,1,2019,NRS_NY-10049,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Albany,6189052,ArtificialPathStreamPer,0,Region_02,Target_Sampled,55800,Federal,118,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,970226,Hudson River,H02,MA,H02020006,Middle Hudson,42.47412939,-73.78701551,Mid-Atlantic Region,H02,Hudson River,MajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Hudson River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,MajorRiver,NY,R02020006001068,None,PROB,NHDPlusV1,New York,Include,F36001,7,RiversMajor,7,NY,Target,Urban,Non-Urban,59,Northeastern Coastal Zone,59i,Hudson Valley,Not_Forest_Service,NY_RV_NAP_Include,87.02068288,71.32481423,1798504,768300.6,78.34036973
2014509,7/8/2021,NRS18_ME_10014,8/26/2019,1,2019,NRS_ME-10289,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Penobscot,1736862,ArtificialPathStreamPer,4.39,Region_01,Target_Sampled,55800,Federal,118,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,573182,Penobscot River,H01,NE,H01020005,Lower Penobscot,44.82133255,-68.70376994,New England Region,H01,Penobscot River,MajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Penobscot River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseRM,NRS18_13_TSS,MajorRiver,ME,R01020005001724,None,PROB,NHDPlusV1,Maine,Include,F23019,7,RiversMajor,7,ME,Target,Urban,Non-Urban,82,Acadian Plains and Hills,82h,Penobscot Lowlands,Not_Forest_Service,ME_RV_NAP_Include,123.077,103.0831892,2125593,1126430,116.8276144
2014510,7/8/2021,NRS18_KS_10141,8/26/2019,1,2019,NRS_KS-10289,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Cherokee,11070207886,StreamRiverInt,269.01,Region_07,Target_Sampled,46003,Federal,146,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,0,None,H11,MS,H11070207,Spring,37.02237885,-94.6211974,Arkansas-White-Red Region,H11,Kennebec River,Additional,Arkansas-White-Red Region,H11,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,None,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_Over,NRS18_18,Equal,KS,R11070207001163,11070207886,PROB,KS_REGISTER,Kansas,Include,F20021,0,SmallStreams,0,KS,Target,Non-Urban,Non-Urban,39,Ozark Highlands,39a,Springfield Plateau,Not_Forest_Service,KS_RV_SAP_Include,1500.853918,16.06232124,121515.3753,-52641.02496,32.12464248
2014511,7/8/2021,NRS18_IN_10040,8/26/2019,1,2019,NRS_IN-10072,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Posey,10381807,StreamRiverPer,117.445,Region_05,Target_Sampled,46006,Federal,150,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,435909,Hawthorne Creek,H05,MS,H05120113,Lower Wabash,38.0890458,-87.93263453,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Hawthorne Creek,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_OverSS,NRS18_13_TSS,IN_SmallStreams_TPL,IN,R05120113000483,None,PROB,NHDPlusV1,Indiana,Include,F18129,1,SmallStreams,1,IN,Target,Non-Urban,Non-Urban,72,Interior River Valleys and Hills,72c,Green River-Southern Wabash Lowlands,Not_Forest_Service,IN_SS_TPL_Include_18,5061.698,2012.950735,700021.3,95749.3,2516.188418
2014512,7/8/2021,NRS18_SD_10013,8/26/2019,2,2019,NRS_SD-10374,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Mellette,20181637,StreamRiverPer,739.32,Region_08,Target_Sampled,46006,Federal,142,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1255348,Gray Eagletail Creek,H10U,MS,H10140203,Little White,43.40178445,-100.9843349,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,Mississippi_Basin,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Gray Eagletail Creek,Tribal Land,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseStream,NRS18_13_TSS,SD_LargeStreams_NPL,SD,R10140203000123,None,PROB,NHDPlusV1,South Dakota,Include,F46095,3,LargeStreams,3,SD,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43i,Keya Paha Tablelands,Not_Forest_Service,SD_LS_NPL_Include,909.2627,232.7141176,-401641.8,671320.5,323.2140522
2014513,7/8/2021,NRS18_MT_10112,8/26/2019,1,2019,NRS_MT-10398,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Meagher,12420343,StreamRiverPer,1443.41,Region_08,Target_Sampled,46006,Federal,142,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,790736,Smith River,H10U,MS,H10030103,Smith,46.60898417,-111.0761684,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,Mississippi_Basin,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Smith River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_OverRO,NRS18_13_TSS,MT_RiversOther_NPL,MT,R10030103000315,None,PROB,NHDPlusV1,Montana,Include,F30059,5,RiversOther,5,MT,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43t,Shield-Smith Valleys,Not_Forest_Service,MT_RV_NPL_Include_18,801.9079,141.9534873,-1153946,1109332,181.568414
2014514,7/8/2021,NRS18_MT_10027,8/26/2019,1,2019,NRS_MT-10353,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Meagher,12420367,StreamRiverPer,1479.58,Region_08,Target_Sampled,46006,Federal,142,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,787971,Newlan Creek,H10U,MS,H10030103,Smith,46.59422468,-111.0444186,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,Mississippi_Basin,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Newlan Creek,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseStream,NRS18_13_TSS,MT_LargeStreams_NPL,MT,R10030103000415,None,PROB,NHDPlusV1,Montana,Include,F30059,3,LargeStreams,3,MT,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43t,Shield-Smith Valleys,Not_Forest_Service,MT_LS_NPL_Include,1417.792,141.8662676,-1151794,1107332,388.9881531
2014515,7/8/2021,NRS18_DE_10018,8/26/2019,1,2019,NRS_DE-10092,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,New Castle,4651394,StreamRiverPer,16.42,Region_03,Target_Sampled,46006,Federal,118,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,214832,White Clay Creek,H02,MA,H02040205,Brandywine-Christina,39.69224733,-75.7342312,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,White Clay Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseLS_SAP,NRS18_18,DE_LS_SAP,DE,R02040205000122,None,PROB,NHDPlusv2,Delaware,Include,F10003,4,LargeStreams,4,DE,Target,Urban,Urban,64,Northern Piedmont,64c,Piedmont Uplands,Not_Forest_Service,DE_LS_SAP_Include_18,29.42303881,12.18837614,1709272.576,428650.75,18.2825642
2014516,7/8/2021,NRS18_NH_10035,8/27/2019,1,2019,NRS_NH-10137,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Grafton,0,StreamRiverPer,274.09,Region_01,Target_Sampled,46006,Federal,118,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,0,None,H01,NE,H01070001,Pemigewasset,43.9031519,-71.98528329,New England Region,H01,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Pond Brook,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_NAP,NRS18_18,NH_SS_NAP,NH,R01070001002704,NHRIV700010303-05,PROB,NH_State_Frame,New Hampshire,Include_100K,F33009,0,LargeStreams,3,NH,Target,Non-Urban,Non-Urban,58,Northeastern Highlands,58n,White Mountain Foothills,Not_Forest_Service,NH_LS_NAP_Include,4333.416473,174.9860957,1901486.636,958269.9723,194.4289952
2014517,7/8/2021,NRS18_VA_10019,8/27/2019,1,2019,NRS_VA-10144,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Alleghany,8522175,StreamRiverPer,304.05,Region_03,Target_Sampled,46006,Federal,157,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1482763,Cowpasture River,H02,MA,H02080201,Upper James,37.79851556,-79.77552806,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Cowpasture River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_Base2019,NRS18_18,VA_LS_SAP,VA,R02080201000045,None,PROB,NHDPlusv2,Virginia,Include,F51005,4,LargeStreams,4,VA,Target,Non-Urban,Non-Urban,67,Ridge and Valley,67g,Southern Shale Valleys,Not_Forest_Service,VA_LS_SAP_Include,1,1112.124082,1408217.043,153957.212,1112.124082
2014518,7/8/2021,NRS18_OK_10013,8/26/2019,1,2019,NRS_OK-10062,2018-19,PLNLOW,Plains and Lowlands,SPL,Southern Plains,Not_Border,Johnston,430554,ArtificialPathStreamPer,191.02,Region_06,Target_Sampled,55800,Federal,144,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,1101723,Washita River,H11,MS,H11130304,Lower Washita,34.22208268,-96.7068832,Arkansas-White-Red Region,H11,Washita River,Additional,Arkansas-White-Red Region,H11,Mississippi_Basin,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,Washita River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_13NR_FPF_RO_Base,NRS18_13_TSS,OK_FPF_RO,OK,R11130304000029,None,PROB,NHDPlusV1,Oklahoma,Include,F40069,6,RiversMajor,6,OK,Target,Urban,Non-Urban,29,Cross Timbers,29b,Eastern Cross Timbers,Not_Forest_Service,OK_RV_SPL_Include,205.165522,159.783189,-64631.61,-366746.4,198.3515449
2014519,7/8/2021,NRS18_OK_10010,8/27/2019,1,2019,NRS_OK-10172,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Muskogee,371319,ArtificialPathStreamPer,152.61,Region_06,Target_Sampled,55800,Federal,146,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,78956,Arkansas River,H11,MS,H11110101,Polecat-Snake,35.80758467,-95.3981027,Arkansas-White-Red Region,H11,Arkansas River,MajorRiver,Arkansas-White-Red Region,H11,Mississippi_Basin,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,Arkansas River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_FPF_RM_Base,NRS18_18,OK_FPF_RM,OK,R11110101000005,None,PROB,NHDPlusv2,Oklahoma,Include,F40101,8,RiversMajor,8,OK,Target,Urban,Non-Urban,40,Central Irregular Plains,40b,Osage Cuestas,Not_Forest_Service,OK_RV_TPL_Include,251.9665574,110.7262301,53909.18315,-189423.6552,132.8714761
2014520,7/8/2021,NRS18_PA_10046,8/27/2019,2,2019,NRS_PA-10042,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Philadelphia,4782173,StreamRiverPer,32.325,Region_03,Target_Sampled,46006,Federal,118,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1191626,Wissahickon Creek,H02,MA,H02040203,Schuylkill,40.07336246,-75.2235382,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Wissahickon Creek,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_OverStream,NRS18_08_TSS,PA_Streams_PA_3rd,PA,R02040203000004,None,PROB,NHDPlusV1,Pennsylvania,Include,F42101,3,LargeStreams,3,PA,Target,Urban,Urban,64,Northern Piedmont,64c,Piedmont Uplands,Not_Forest_Service,PA_LS_SAP_Include,10658.19674,790.182427,1742404,479638.4,903.0656309
2014521,7/8/2021,NRS18_IN_10019,8/27/2019,1,2019,NRS_IN-10082,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Spencer,10110105,StreamRiverPer,115.62,Region_05,Target_Sampled,46006,Federal,150,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,0,None,H05,MS,H05140201,Lower Ohio-Little Pigeon,37.92797331,-87.21043043,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,None,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseSS_TPL,NRS18_18,IN_SS_TPL,IN,R05140201000516,None,PROB,NHDPlusv2,Indiana,Include,F18147,1,SmallStreams,1,IN,Target,Non-Urban,Non-Urban,72,Interior River Valleys and Hills,72a,Wabash-Ohio Bottomlands,Not_Forest_Service,IN_SS_TPL_Include_18,20247.1351,2012.950735,764184.3349,83330.3181,2516.188418
2014522,7/8/2021,NRS18_MT_10028,8/27/2019,2,2019,NRS_MT-10379,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Phillips,12327319,StreamRiverPer,685.16,Region_08,Target_Sampled,46006,Federal,142,Include,Include,Include,Include,Exclude,Not_USFS,StreamRiver,774213,Milk River,H10U,MS,H10050004,Middle Milk,48.36583596,-108.1536959,Missouri Region,H10,Milk River,Additional,Missouri Region,H10U,Mississippi_Basin,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Milk River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseRiver,NRS18_13_TSS,Additional,MT,R10050004000072,None,PROB,NHDPlusV1,Montana,Include,F30071,6,RiversMajor,6,MT,Target,Non-Urban,Non-Urban,42,Northwestern Glaciated Plains,42j,Glaciated Northern Grasslands,Not_Forest_Service,MT_RV_NPL_Include_18,514.8905,141.9534873,-906872.5,1269759,181.568414
2014523,7/8/2021,NRS18_NY_10707,8/27/2019,1,2019,NRS_NY-10232,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Ulster,6191794,ArtificialPathStreamPer,39.2,Region_02,Target_Sampled,55800,Federal,118,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,970110,Esopus Creek,H02,MA,H02020006,Middle Hudson,41.98257306,-74.00777223,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Esopus Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverLS_NAP,NRS18_18,NY_LS_NAP,NY,R02020006000316,None,PROB,NHDPlusv2,New York,Include,F36111,3,LargeStreams,3,NY,Target,Urban,Urban,60,Northern Allegheny Plateau,60c,Catskills Transition,Not_Forest_Service,NY_LS_NAP_Include,2955.068811,382.209554,1793559.999,710637.3052,673.4168332
2014524,7/8/2021,NRS18_SC_RF002,8/27/2019,1,2019,NRS_SC-10104,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Fairfield,9707834,ArtificialPathStreamPer,80.65,Region_04,Target_Sampled,55800,Federal,157,Exclude,Exclude,Exclude,Exclude,Exclude,Not_USFS,ArtificialPath,1251826,Broad River,H03N,SA,H03050106,Little Red,34.43195,-81.410234,South-Atlantic Region,H03,Santee River,Additional,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Broad River,Non Federal,NRS_NO_NO_NO_18,HAND,NONE,NONE,NONE,SC,R03050106000093,None,HAND,None,South Carolina,Include,F45039,6,RiversOther,6,None,Target,Non-Urban,Non-Urban,45,Piedmont,45b,Southern Outer Piedmont,Not_Forest_Service,NONE,0,0,1325158.917,-241601.6377,0
2014525,7/8/2021,NRS18_UT_10010,8/27/2019,2,2019,NRS_UT-10331,2018-19,WMTNS,West,XER,Xeric,Not_Border,Grand,3379047,ArtificialPathStreamPer,1243.235,Region_08,Target_Sampled,55800,Federal,130,Include,Include,Include,Include,Exclude,Not_USFS,ArtificialPath,45730,Colorado River,H14,CO,H14030005,Upper Colorado-Kane Springs,38.76149825,-109.3237165,Upper Colorado Region,H14,Colorado River,MajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,Colorado River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseRiver,NRS18_13_TSS,MajorRiver,UT,R14030005000209,None,PROB,NHDPlusV1,Utah,Include,F49019,7,RiversMajor,7,UT,Target,Non-Urban,Non-Urban,20,Colorado Plateaus,20d,Arid Canyonlands,Not_Forest_Service,UT_RV_XER_Include,447.6575,143.5624755,-1143194,221661.4,215.3437132
