"","SITE_ID","VISIT_ID","DATE_COL","NTL_PPM","PTL_PPB","VISIT_NO","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","ECO_REG","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","TSTATE_TP","TSTATE_TN","TSTATE_CHL","PTL_COND","NTL_COND","CHLA_COND","tn.tp","TN_mol","TP_mol"
"1105","NLA06608-3656",8661,"8/22/2007",5.813,471,1,"PROB_Lake",-99.29106061,42.41646632,"Region_7",10.23338031,"NO","SPL","NATURAL",38.23533786,708.67,10220001,"NLA_NE-10106","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","3:MOST DISTURBED",27.2915526607903,0.000415006782323124,1.5206418904827e-05
"1106","NLA06608-3660",8662,"8/23/2007",2.263,1329,1,"PROB_Lake",-96.77970247,40.15668653,"Region_7",10.23338031,"NO","SPL","MAN-MADE",28.76308807,403.99,10270202,"NLA_NE-10107","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","2: MESOTROPHIC (>2-7 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",3.76537644332053,0.000161562076104805,4.2907283916168e-05
"1107","NLA06608-3698",8663,"7/19/2007",0.3,6,1,"PROB_Lake",-71.68494167,41.89097393,"Region_1",1.377002681,"YES","NAP","MAN-MADE",93.75243794,128.76,1090003,"NLA_RI-10040","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",110.565295916328,2.14178624973228e-05,1.9371234273665e-07
"1108","NLA06608-3846",8844,"7/12/2007",0.11,3,1,"PROB_Lake",-71.66573009,41.39410498,"Region_1",3.729155483,"YES","NAP","NATURAL",38.00372534,16.52,1090005,"NLA_RI-10001","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",81.0812170053069,7.85321624901835e-06,9.6856171368325e-08
"1109","NLA06608-3890",8664,"7/11/2007",0.098,1,1,"PROB_Lake",-71.79802709,41.58007689,"Region_1",1.516245047,"NO","NAP","NATURAL",164.923243,89.94,1100001,"NLA_RI-10042","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",216.707979996002,6.99650174912544e-06,3.22853904561083e-08
"1110","NLA06608-3911",8665,"9/17/2007",0.643,43,1,"PROB_Lake",-92.4431037,30.53713917,"Region_6",89.56727569,"YES","CPL","MAN-MADE",36.97051149,12.19,8080201,"NLA_LA-10059","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",33.0667373368366,4.59056186192618e-05,1.38827178961266e-06
"1111","NLA06608-4056",8666,"7/5/2007",0.651,75,1,"PROB_Lake",-98.62856545,36.14305845,"Region_6",3.800212608,"NO","SPL","MAN-MADE",3254.786468,492.49,11100301,"NLA_OK-10077","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",19.1941353710745,4.64767616191904e-05,2.42140428420812e-06
"1112","NLA06608-4064",8667,"7/31/2007",0.77,47,1,"PROB_Lake",-102.875142,36.84862392,"Region_6",3.451225091,"NO","SPL","MAN-MADE",63.57873824,1310.41,11040002,"NLA_OK-10078","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",36.2277778108818,5.49725137431284e-05,1.51741335143709e-06
"1113","NLA06608-4206",8668,"9/19/2007",1.627,61,1,"PROB_Lake",-97.41304704,35.92127588,"Region_6",14.15104596,"YES","SPL","MAN-MADE",11.35188495,275.37,11050002,"NLA_OK-10080","3: EUTROPHIC (>25-50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE",58.9802414609393,0.00011615620761048,1.96940881782261e-06
"1114","NLA06608-4252",8669,"8/23/2007",0.188,1,1,"REF_Lake",-72.91848548,43.49623503,"Region_1",0,"NO","NAP","NATURAL",26.21847542,451.66,2010002,"NLA_VT-10002","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",415.725512645392,1.34218604983223e-05,3.22853904561083e-08
"1115","NLA06608-4320",8670,"9/10/2007",1.871,177,1,"PROB_Lake",-96.85512233,36.74858993,"Region_6",3.800212608,"NO","SPL","MAN-MADE",6564.375353,308.58,11060001,"NLA_OK-10083","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","2: MESOTROPHIC (>2-7 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",23.374877814627,0.000133576069108303,5.71451411073117e-06
"1116","NLA06608-4382",8671,"9/10/2007",0.571,35,1,"PROB_Lake",-97.77308405,34.72903354,"Region_6",14.15104596,"NO","SPL","MAN-MADE",14.49210426,354.89,11130303,"NLA_OK-10086","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",36.0758765532703,4.07653316199043e-05,1.12998866596379e-06
"1117","NLA06608-4413",8672,"7/18/2007",0.251,8,1,"PROB_Lake",-71.76906052,41.92028511,"Region_1",1.377002681,"YES","NAP","MAN-MADE",82.1345025,172.77,1100001,"NLA_RI-10046","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",69.3797231874955,1.791961162276e-05,2.58283123648867e-07
"1118","NLA06608-4414",8673,"8/29/2007",0.48,38,1,"PROB_Lake",-95.16322141,34.8862297,"Region_6",16.91531939,"NO","SAP","MAN-MADE",35.89026521,185.13,11110105,"NLA_OK-10088","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",27.9322852841249,3.42685799957164e-05,1.22684483733212e-06
"1119","NLA06608-4440",8674,"9/4/2007",0.803,38,1,"PROB_Lake",-97.03497789,36.73591623,"Region_6",3.800212608,"YES","SPL","MAN-MADE",185.1287613,300.36,11060001,"NLA_OK-10089","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",46.7283855899005,5.73284786178339e-05,1.22684483733212e-06
"1120","NLA06608-4472",8675,"8/7/2007",0.816,282,1,"PROB_Lake",-97.67930222,35.49774222,"Region_6",3.800212608,"YES","SPL","MAN-MADE",637.1497626,378.73,11100301,"NLA_OK-10090","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",6.39867244451938,5.82565859927179e-05,9.10448010862255e-06
"1121","NLA06608-4504",8676,"6/5/2007",0.68,32,1,"PROB_Lake",-96.04132091,36.81228138,"Region_6",3.800212608,"YES","SPL","MAN-MADE",103.4514681,230.56,11070106,"NLA_OK-10091","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",46.9902507644392,4.85471549939316e-05,1.03313249459547e-06
"1122","NLA06608-4610",8677,"7/24/2007",0.426,22,1,"PROB_Lake",-96.98139727,34.48858411,"Region_6",9.346499571,"YES","SPL","MAN-MADE",26.76322654,294.2,11130303,"NLA_OK-10092","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",42.8189236912323,3.04133647461983e-05,7.10278590034383e-07
"1123","NLA06608-4643",8678,"8/21/2007",0.557,19,1,"PROB_Lake",-96.19116581,36.5147867,"Region_6",3.800212608,"NO","SPL","MAN-MADE",449.4690118,217.06,11070107,"NLA_OK-10093","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",64.8261787635731,3.97658313700293e-05,6.13422418666058e-07
"1124","NLA06608-4650",8679,"9/13/2007",0.681,43,1,"PROB_Lake",-92.44501566,32.71459999,"Region_6",1.855043389,"YES","CPL","MAN-MADE",5351.192082,24.29,8040206,"NLA_LA-10066","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",35.0209146600089,4.86185478689227e-05,1.38827178961266e-06
"1125","NLA06608-4659",8680,"9/19/2007",1.247,90,1,"PROB_Lake",-98.70752087,35.39706727,"Region_6",3.451225091,"NO","SPL","MAN-MADE",73.70449189,463.8,11130302,"NLA_OK-10094","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",30.6388720017023,8.90269151138716e-05,2.90568514104975e-06
"1126","NLA06608-4686",8681,"9/12/2007",0.446,84,1,"PROB_Lake",-92.74402455,31.37317275,"Region_6",36.41734403,"NO","CPL","MAN-MADE",1181.521706,30.36,11140207,"NLA_LA-10068","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","1:LEAST DISTURBED",11.7409814234957,3.18412222460198e-05,2.7119727983131e-06
"1127","NLA06608-4698",8682,"9/16/2007",1.333,142,1,"PROB_Lake",-93.48976305,32.09045845,"Region_6",89.56727569,"NO","CPL","NATURAL",38.53072848,37.95,11140206,"NLA_LA-10069","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",20.7582449938683,9.51667023631042e-05,4.58452544476738e-06
"1128","NLA06608-4828",8683,"9/4/2007",0.421,24,1,"PROB_Lake",-97.67551876,34.96590119,"Region_6",9.346499571,"NO","SPL","MAN-MADE",24.85531762,338.42,11130303,"NLA_OK-10097","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",38.7899913173116,3.00564003712429e-05,7.748493709466e-07
"1129","NLA06608-4929",8684,"7/17/2007",0.954,121,1,"PROB_Lake",-96.60527506,34.58938281,"Region_6",25.61060002,"NO","SAP","MAN-MADE",17.07743233,332.13,11140104,"NLA_OK-10098","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",17.4345937692854,6.81088027414864e-05,3.90653224518911e-06
"1130","NLA06608-4949",8685,"8/29/2007",0.623,82,1,"PROB_Lake",-95.55881188,36.07001774,"Region_6",7.802040437,"YES","TPL","MAN-MADE",117.0039015,161.11,11070105,"NLA_OK-10099","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","9: NO DATA","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","9:NO DATA",16.8005315502127,4.44777611194403e-05,2.64740201740088e-06
"1131","NLA06608-9999",8686,"7/31/2007",0.149,1,1,"REF_Lake",-71.651789,44.64231,"Region_1",0,"NO","NAP","NATURAL",298.0776878,397.67,1080101,"NLA_VT-10003","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",329.484581830656,1.06375383736703e-05,3.22853904561083e-08
"1132","NLA06608-ACAD_LAKES_0435",8687,"8/1/2007",0.151,10,1,"REF_Lake",-68.268509,44.40788,"Region_1",0,"YES","NAP","NATURAL",7.388189851,42.81,1050002,"NLA_ME-10001","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",33.3907193667309,1.07803241236525e-05,3.22853904561083e-07
"1133","NLA06608-ALPS-1218",8795,"8/3/2007",0.414,14,1,"REF_Lake",-67.881905,44.836404,"Region_1",0,"NO","NAP","NATURAL",9.917666192,81.2,1050002,"NLA_ME-10002","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",65.3914750133709,2.95566502463054e-05,4.51995466385517e-07
"1134","NLA06608-ALSC:020149",8796,"9/11/2007",0.191,5,1,"REF_Lake",-74.401491,44.348811,"Region_2",0,"NO","NAP","NATURAL",140.5356401,487.95,2010006,"NLA_NY-10001","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",84.4718860800743,1.36360391232955e-05,1.61426952280542e-07
"1135","NLA06608-ELS:1C2-032",8797,"7/12/2007",0.264,11,1,"REF_Lake",-71.428103,43.296358,"Region_1",0,"YES","NAP","NATURAL",12.57283656,155.28,1070002,"NLA_NH-10001","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",53.0713420398372,1.8847718997644e-05,3.55139295017192e-07
"1136","NLA06608-ELS:1C3-003",8798,"8/15/2007",0.256,9,1,"REF_Lake",-69.927263,45.653548,"Region_1",0,"NO","NAP","NATURAL",16.3776708,330.66,1030001,"NLA_ME-10003","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",62.8993683435108,1.82765759977154e-05,2.90568514104975e-07
"1137","NLA06608-ELS:1D1-035",8799,"7/25/2007",0.444,23,1,"REF_Lake",-70.617682,41.848175,"Region_1",0,"YES","CPL","NATURAL",81.28505622,18.74,1090002,"NLA_MA-10001","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",42.6878185972604,3.16984364960377e-05,7.42563980490492e-07
"1138","NLA06608-ELS:1D2-087",8800,"7/27/2007",0.532,35,1,"REF_Lake",-72.092123,42.323799,"Region_1",0,"YES","CPL","MAN-MADE",12.95861953,297.91,1080204,"NLA_MA-10002","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","1:LEAST DISTURBED",33.6118499585636,3.79810094952524e-05,1.12998866596379e-06
"1139","NLA06608-ELS:1E1-052",8801,"8/7/2007",0.13,10,1,"REF_Lake",-68.209171,45.207071,"Region_1",0,"NO","NAP","NATURAL",181.9078236,101.3,1020005,"NLA_ME-10004","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",28.7469769382452,9.28107374883987e-06,3.22853904561083e-07
"1140","NLA06608-ELS:1E1-096",8802,"8/9/2007",0.236,9,1,"REF_Lake",-68.077773,45.219001,"Region_1",0,"NO","NAP","NATURAL",89.75055865,100.39,1050001,"NLA_ME-10005","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",57.985355191674,1.68487184978939e-05,2.90568514104975e-07
"1141","NLA06608-ELS:1E1-128",8803,"8/10/2007",0.394,8,1,"REF_Lake",-68.429254,44.849882,"Region_1",0,"NO","NAP","NATURAL",11.89223955,119.31,1050002,"NLA_ME-10006","1: OLIGOTROPHIC (<= 10 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",108.906816477583,2.81287927464839e-05,2.58283123648867e-07
"1142","NLA06608-ELS:1E2-027",8804,"8/14/2007",0.629,28,1,"REF_Lake",-69.889944,45.799297,"Region_1",0,"NO","NAP","NATURAL",125.7520926,367.85,1030001,"NLA_ME-10007","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",49.6754079509786,4.49061183693867e-05,9.03990932771033e-07
"1143","NLA06608-ELS:1E3-002",8805,"8/7/2007",0.731,14,1,"REF_Lake",-68.35754,46.375055,"Region_1",0,"NO","NAP","NATURAL",23.39068158,246.31,1010004,"NLA_ME-10008","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",115.461759021193,5.21881916184765e-05,4.51995466385517e-07
"1144","NLA06608-ELS:1E3-012",8806,"8/28/2007",0.161,4,1,"REF_Lake",-68.871133,46.944636,"Region_1",0,"NO","NAP","NATURAL",12.06402234,390.6,1010003,"NLA_ME-10009","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",89.0050632126437,1.14942528735632e-05,1.29141561824433e-07
"1145","NLA06608-ELS:1E3-071",8807,"8/8/2007",0.807,17,1,"REF_Lake",-68.594335,46.345672,"Region_1",0,"NO","NAP","NATURAL",7.591014411,271.83,1010004,"NLA_ME-10010","2: MESOTROPHIC (>10-25 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","2: MESOTROPHIC (>2-7 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",104.971992711149,5.76140501177982e-05,5.48851637753842e-07
"1146","NLA06608-ELS:2B2-008",8808,"8/21/2007",0.299,8,1,"REF_Lake",-88.759164,46.994934,"Region_5",0,"NO","UMW","NATURAL",6.232827204,377.32,4020103,"NLA_MI-10001","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",82.6475586974548,2.13464696223317e-05,2.58283123648867e-07
"1147","NLA06608-ELS:2C2-048",8809,"8/24/2007",0.593,8,1,"REF_Lake",-88.794652,45.500526,"Region_5",0,"NO","UMW","NATURAL",6.293006717,496.3,4030202,"NLA_WI-10001","1: OLIGOTROPHIC (<= 10 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",163.913051195956,4.2335974869708e-05,2.58283123648867e-07
"1148","NLA06608-ELS:2C3-018",8810,"8/25/2007",0.328,10,1,"REF_Lake",-89.552886,46.138603,"Region_5",0,"NO","UMW","NATURAL",48.37383759,500.5,7050002,"NLA_WI-10002","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",72.5308341211109,2.34168629970729e-05,3.22853904561083e-07
"1149","NLA06608-ELS:2D3-008",8811,"8/10/2007",0.722,13,1,"REF_Lake",-93.880503,47.122809,"Region_5",0,"NO","UMW","NATURAL",32.13529135,402.27,7010101,"NLA_MN-10001","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",122.812528694752,5.15456557435568e-05,4.19710075929408e-07
"1150","NLA06608-EMAP:ME011L",8812,"9/14/2007",0.246,13,1,"REF_Lake",-69.222522,45.748209,"Region_1",0,"NO","NAP","NATURAL",43.28128922,297.13,1020001,"NLA_ME-10011","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",41.8447119929486,1.75626472478047e-05,4.19710075929408e-07
"1151","NLA06608-EMAP:ME012L",8813,"8/28/2007",0.129,1,1,"REF_Lake",-68.89108,46.962321,"Region_1",0,"NO","NAP","NATURAL",113.5651525,345.87,1010003,"NLA_ME-10012","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",285.258463464125,9.20968087384879e-06,3.22853904561083e-08
"1152","NLA06608-EMAP:ME254L",8814,"9/5/2007",0.204,5,1,"REF_Lake",-69.056968,46.353306,"Region_1",0,"NO","NAP","NATURAL",38.9932584,343.61,1010004,"NLA_ME-10013","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",90.2212814677233,1.45641464981795e-05,1.61426952280542e-07
"1153","NLA06608-EMAP:ME263L",8815,"8/9/2007",0.314,11,1,"REF_Lake",-67.997826,45.127611,"Region_1",0,"NO","NAP","NATURAL",622.3781627,95.51,1050002,"NLA_ME-10014","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",63.1227325776852,2.24173627471978e-05,3.55139295017192e-07
"1154","NLA06608-EMAP:ME518L",8816,"8/10/2007",0.156,7,1,"REF_Lake",-67.922498,45.354469,"Region_1",0,"NO","NAP","NATURAL",625.5061147,97.04,1050001,"NLA_ME-10015","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",49.2805318941346,1.11372884986078e-05,2.25997733192758e-07
"1155","NLA06608-FL:107895579",8817,"8/1/2007",0.985,33,1,"REF_Lake",-81.441106,29.080057,"Region_4",0,"YES","CPL","NATURAL",6692.476355,0.08,3080101,"NLA_FL-10001","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",66.0041311985349,7.03219818662097e-05,1.06541788505157e-06
"1156","NLA06608-FL:16674741",8818,"8/3/2007",0.098,8,1,"REF_Lake",-81.95812,29.839332,"Region_4",0,"YES","CPL","NATURAL",7.770294964,48.51,3080103,"NLA_FL-10002","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",27.0884974995002,6.99650174912544e-06,2.58283123648867e-07
"1157","NLA06608-FL:18261987",8819,"8/5/2007",0.474,20,1,"REF_Lake",-82.409214,30.118409,"Region_4",0,"NO","CPL","NATURAL",371.2915215,43.04,3070204,"NLA_FL-10003","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",52.4079502643393,3.384022274577e-05,6.45707809122167e-07
"1158","NLA06608-FL:99324403",8820,"8/4/2007",0.801,24,1,"REF_Lake",-82.834414,30.211239,"Region_4",0,"NO","CPL","NATURAL",8.664794486,50.67,3110205,"NLA_FL-10004","2: MESOTROPHIC (>10-25 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",73.8023350241486,5.71856928678518e-05,7.748493709466e-07
"1159","NLA06608-FL:99344895",8821,"8/6/2007",1.531,166,1,"REF_Lake",-82.913722,30.247737,"Region_4",0,"YES","CPL","NATURAL",28.2498557,34.81,3110205,"NLA_FL-10005","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",20.394634704566,0.000109302491611337,5.35937481571398e-06
