"","X","VISIT_ID","SITE_ID","VISIT_NO","DATE_COL","DOC_PPM","NO3N_PPM","CHLA_PPB","NTL_PPM","NH4N_PPM","PTL_PPB","DIN_PPM","SITE_TYPE","ECO_REG","ECO_REG_NAME","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","TSTATE_TP","TSTATE_TN","TSTATE_CHL","PCT_DEVELOPED_BSN","PCT_AGRIC_BSN","PTL_COND","NTL_COND","CHLA_COND","REFERENCE"
"1064",1064,2011314,"NLA17_OR-HP003",1,"2017-08-10",0.67,0.0026,0.33,0.079,0.006,0.5575,0.0086,"HAND","WMT","Western Mountains",-121.972108,43.7447,"Region_10",0,"Non-Urban","NATURAL",52.43251,1736.26,17070301,"NLA_OR-10001",313.350973179906,0.000005640037124295,0.000000428357249946455,0.000000185621474976797,0.0000000179991051792804,0.0000557868442964197,0.000000613978724923253,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",0,0,"Good","Good","Good","Y"
"1065",1065,2011315,"NLA17_NJ-10001",2,"2017-08-10",4.21,0.0029,22.51,0.853,0.021,37.57875,0.0239,"PROB","NAP","Northern Appalachians",-74.78413,40.95091,"Region_02",36.69790049,"Urban","MAN_MADE",22.72408,175,2040105,"NLA_NJ-10006",50.1944303185324,0.0000608981223673877,0.00000149925037481259,0.00000020703933747412,0.00000121324461660248,0.000350541215653622,0.00000170628971228671,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",14.210030609,19.225335531,"Poor","Poor","Poor",NA
"1066",1066,2011316,"NLA17_IN-10132",1,"2017-08-11",5.8,0,19.44,0.698,0.012,35.07625,0.012,"PROB","TPL","Temperate Plains",-85.79005,38.66283,"Region_05",9.116018859,"Urban","MAN_MADE",26.749,175,5120115,"NLA_IN-10228",44.0038924056002,0.000049832226743771,0.000000856714499892911,0,0.00000113245042698607,0.00048293089092423,0.000000856714499892911,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",4.572898032,44.6891771,"Good","Good","Fair","Y"
"1067",1067,2011317,"NLA17_WY-10002",1,"2017-08-11",2.96,0,0.63,0.193,0.006,5.65375,0.006,"PROB","NPL","Northern Plains",-106.7522,44.47862,"Region_08",26.18498733,"Non-Urban","NATURAL",1253.056,1393,10090206,"NLA_WY-10019",75.4865429559185,0.0000137788248732776,0.000000428357249946455,0,0.000000182533526291222,0.000246461282264779,0.000000428357249946455,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",1.203258724,3.408829546,"Good","Good","Good","Y"
"1068",1068,2011318,"NLA17_IN-10105",1,"2017-08-11",5.71,0,76.96,0.988,0.013,70.2225,0.013,"PROB","TPL","Temperate Plains",-85.70424,38.69738,"Region_05",34.64071731,"Urban","MAN_MADE",6.328152,171,5120106,"NLA_IN-10202",31.1121114643687,0.000070536160491183,0.000000928107374883987,0,0.00000226716083130407,0.000475437135720233,0.000000928107374883987,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",1.929703653,44.58993797,"Poor","Fair","Poor",NA
"1069",1069,2011320,"NLA17_WY-10017",1,"2017-08-13",37.94,0,2.06,2.07,0.065,40.15,0.065,"PROB","XER","Xeric",-105.8616,41.23809,"Region_08",12.06601776,"Non-Urban","MAN_MADE",138.4647,2209,10180010,"NLA_WY-10106",114.007552949837,0.000147783251231527,0.00000464053687441993,0,0.00000129625842681275,0.00315903413821815,0.00000464053687441993,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",0.606196678,0,"Good","Poor","Good",NA
"1070",1070,2011321,"NLA17_IL-10007",1,"2017-08-14",4.45,0,18.4,0.444,0.011,26.02625,0.011,"PROB","SAP","Southern Appalachians",-88.27512,37.61538,"Region_05",16.30930354,"Non-Urban","MAN_MADE",12.37368,125,5140101,"NLA_IL-10052",37.7242141198593,0.0000316984364960377,0.000000785321624901835,0,0.000000840267643358289,0.00037052456286428,0.000000785321624901835,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",4.970760234,0,"Fair","Poor","Poor",NA
"1071",1071,2011322,"NLA17_OR-10109",1,"2017-08-09",4.04,NA,4.6,0.2836,NA,10,NA,"PROB","WMT","Western Mountains",-124.2457,43.37484,"Region_10",3.780389736,"Urban","MAN_MADE",10.30505,16,17100304,"NLA_OR-10203",62.712635843741,0.0000202470193474691,NA,NA,0.000000322853904561083,0.000336386344712739,NA,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",5.87497761,0,"Good","Fair","Poor",NA
"1072",1072,2011323,"NLA17_IN-10161",1,"2017-08-14",4.79,0,3.25,0.451,0.011,11.3475,0.011,"PROB","UMW","Upper Midwest",-86.76266,41.62674,"Region_05",68.60814917,"Urban","NATURAL",10.02074,242,7110001,"NLA_IN-10257",87.8871089812976,0.0000321981866209752,0.000000785321624901835,0,0.000000366358468200689,0.000398834304746045,0.000000785321624901835,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",10.311284047,36.82601445,"Good","Good","Good",NA
"1073",1073,2011325,"NLA17_OR-HP10200",1,"2017-08-10",1.6,NA,3,0.1473,NA,NA,NA,"HAND","WMT","Western Mountains",-124.10146,43.91271,"Region_10",0,"Non-Urban","NATURAL",312.473,12.85,17100207,"NLA_OR-10276",NA,0.0000105161704861855,NA,NA,NA,0.000133222314737719,NA,NA,"OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",12.00426646,0,"Good","Good","Fair",NA
"1074",1074,2011326,"NLA17_OK-10006",1,"2017-08-15",8.08,0.7334,22.29,2.058,0.18,561.47375,0.9134,"PROB","SPL","Southern Plains",-98.02612,35.52878,"Region_06",105.9289703,"Urban","MAN_MADE",28.62623,418,11100301,"NLA_OK-10034",8.10521877454831,0.000146926536731634,0.0000128507174983937,0.0000523595345184551,0.0000181273992496054,0.000672772689425479,0.0000652102520168487,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",6.86516326,59.80737609,"Poor","Poor","Poor",NA
"1075",1075,2011327,"NLA17_IL-10021",1,"2017-08-15",3.52,0,92.16,0.438,0.01,22.43625,0.01,"PROB","TPL","Temperate Plains",-88.767,37.66889,"Region_05",26.58838834,"Non-Urban","MAN_MADE",31.9294,123,5140204,"NLA_IL-10058",43.1690675682001,0.0000312700792460912,0.000000713928749910759,0,0.00000072436309162086,0.000293089092422981,0.000000713928749910759,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",4.168698196,74.47586543,"Good","Good","Poor",NA
"1076",1076,2011328,"NLA17_SD-10009",1,"2017-08-15",6.95,0,17.04,0.546,0.012,26.03,0.012,"PROB","WMT","Western Mountains",-103.5172,43.76821,"Region_08",6.346730643,"Non-Urban","MAN_MADE",45.95914,1576,10120109,"NLA_SD-10037",46.3839043951708,0.0000389805097451274,0.000000856714499892911,0,0.0000008403887135725,0.000578684429641965,0.000000856714499892911,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",3.452015671,2.681536981,"Fair","Poor","Poor",NA
"1077",1077,2011329,"NLA17_IN-10171",1,"2017-08-15",9.36,0,174.4,2.728,0.02,244.5375,0.02,"PROB","TPL","Temperate Plains",-87.41204,41.34494,"Region_05",54.11880204,"Urban","MAN_MADE",11.79469,208,7120006,"NLA_IN-10267",24.6687830913248,0.000194759762975655,0.00000142785749982152,0,0.00000789498866866059,0.000779350541215654,0.00000142785749982152,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",21.543913158,37.377769806,"Poor","Poor","Poor",NA
"1078",1078,2011330,"NLA17_ID-HP001",1,"2017-08-15",2.62,0.0024,1.03,0.216,0.009,17.69,0.0114,"HAND","WMT","Western Mountains",-115.13265,44.412769,"Region_10",0,"Non-Urban","NATURAL",13.4989,1994.78,17060205,"NLA_ID-10002",27.0006827788884,0.0000154208609980724,0.000000642535874919683,0.000000171342899978582,0.000000571128557168556,0.000218151540383014,0.000000813878774898265,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",0,0,"Good","Good","Good","Y"
"1079",1079,2011331,"NLA17_ME-10014",1,"2017-08-16",8.68,0,7.93,0.426,0.01,16.99125,0.01,"PROB","NAP","Northern Appalachians",-69.49571716,43.97281299,"Region_01",51.41819825,"Non-Urban","NATURAL",5.993626799,25,1050003,"NLA_ME-10068",55.4412607199065,0.0000304133647461983,0.000000713928749910759,0,0.000000548569140587351,0.000722731057452123,0.000000713928749910759,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",5.681818182,10.22727273,"Fair","Good","Fair",NA
"1080",1080,2011332,"NLA17_ID-10147",1,"2017-08-16",1.02,0.7992,0.97,0.994,0.016,35.80875,0.8152,"PROB","XER","Xeric",-114.8639,42.75928,"Region_10",36.09235442,"Non-Urban","NATURAL",1.007514,902,17040212,"NLA_ID-10274",61.3827090534183,0.0000709645177411294,0.00000114228599985721,0.0000570571856928679,0.00000115609947549517,0.0000849292256452956,0.0000581994716927251,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",12.962962963,7.407407407,"Good","Poor","Good","Y"
"1081",1081,2011333,"NLA17_IN-10126",1,"2017-08-16",5.87,0,8.51,0.89,0.021,57.5175,0.021,"PROB","TPL","Temperate Plains",-86.03805,39.39399,"Region_05",34.64071731,"Non-Urban","MAN_MADE",7.73461,214,5120112,"NLA_IN-10223",34.2167560709459,0.0000635396587420575,0.00000149925037481259,0,0.00000185697494555921,0.000488759367194005,0.00000149925037481259,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",7.998324958,33.20770519,"Poor","Fair","Good","Y"
"1082",1082,2011334,"NLA17_NH-10058",1,"2017-08-16",5.82,0,9.04,0.438,0.009,25.83,0.009,"PROB","NAP","Northern Appalachians",-71.42369856,42.77160648,"Region_01",10.70166038,"Urban","NATURAL",16.36947618,49,1070006,"NLA_NH-10034",37.4971735279531,0.0000312700792460912,0.000000642535874919683,0,0.000000833931635481278,0.000484596169858451,0.000000642535874919683,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",43.806961193,3.402482424,"Fair","Fair","Poor",NA
"1083",1083,2011335,"NLA17_FL-10011",1,"2017-08-15",4.98,0.2265,5.52,0.745,0.011,8.32375,0.2375,"PROB","CPL","Coastal Plains",-81.51214,27.58052,"Region_04",36.42573136,"Urban","NATURAL",17.56297,35,3090101,"NLA_FL-10111",197.918355206882,0.0000531876918683515,0.000000785321624901835,0.0000161704861854787,0.000000268735518809032,0.000414654454621149,0.0000169558078103805,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",48.35436773,10.541945063,"Good","Fair","Good",NA
"1084",1084,2011336,"NLA17_IL-10005",1,"2017-08-16",5.62,0,25.76,0.729,0.014,44.4725,0.014,"PROB","TPL","Temperate Plains",-88.90073,37.82077,"Region_05",306.4014873,"Urban","MAN_MADE",1.85214,129,7090001,"NLA_IL-10040",36.2480637351185,0.0000520454058684943,0.000000999500249875062,0,0.00000143581202705928,0.000467943380516236,0.000000999500249875062,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",8.778089888,36.306179771,"Fair","Good","Poor",NA
"1085",1085,2011337,"NLA17_WI-10112",1,"2017-08-16",6.46,NA,5.04,0.355,NA,16.2,NA,"PROB","UMW","Upper Midwest",-91.40429,46.14545,"Region_05",184.994491,"Non-Urban","NATURAL",7.946381,405,7030003,"NLA_WI-10187",48.4576296917238,0.0000253444706218319,NA,NA,0.000000523023325388955,0.000537885095753539,NA,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",3.084832905,0,"Good","Good","Good",NA
"1086",1086,2011338,"NLA17_OK-10083",1,"2017-08-16",10.1,0,92.19,1.905,0.02,103.97375,0.02,"PROB","SPL","Southern Plains",-97.78497,35.40102,"Region_06",352.6203768,"Urban","MAN_MADE",1.702816,400,11090202,"NLA_OK-10181",40.5153971498775,0.000136003426858,0.00000142785749982152,0,0.00000335683311593579,0.000840965861781848,0.00000142785749982152,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",14.82926829,16.58536585,"Poor","Poor","Poor",NA
"1087",1087,2011340,"NLA17_ID-10173",1,"2017-08-17",4.3,0.0034,16.96,0.469,0.01,43.86625,0.0134,"PROB","WMT","Western Mountains",-115.9853,44.37343,"Region_10",6.893651869,"Non-Urban","MAN_MADE",16.09621,1483,17050123,"NLA_ID-10298",23.6423782679201,0.0000334832583708146,0.000000713928749910759,0.000000242735774969658,0.00000141623900909526,0.000358034970857619,0.000000956664524880417,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",0,0,"Poor","Poor","Poor",NA
"1088",1088,2011341,"NLA17_MI-10036",1,"2017-08-16",10.48,0,11.66,0.625,0.011,24.27875,0.011,"PROB","UMW","Upper Midwest",-89.25979,46.24674,"Region_05",58.01738359,"Non-Urban","NATURAL",7.549107,528,4020102,"NLA_MI-10162",56.9249322536825,0.0000446205468694224,0.000000785321624901835,0,0.00000078384892353624,0.000872606161532057,0.000000785321624901835,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",0.36900369,0,"Good","Good","Fair","Y"
"1089",1089,2011342,"NLA17_WA-HP003",1,"2017-08-17",1.96,0,1.52,0.238,0.005,34.20875,0.005,"HAND","XER","Xeric",-119.3227985,47.58873889,"Region_10",0,"Non-Urban","NATURAL",40.39461,376.66,17020014,"NLA_WA-10062",15.384683993473,0.0000169915042478761,0.000000356964374955379,0,0.0000011044428507654,0.000163197335553705,0.000000356964374955379,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",1.820341188,4.749102631,"Good","Good","Good","Y"
"1090",1090,2011343,"NLA17_IN-10142",1,"2017-08-18",7.33,0.0105,30.22,1.064,0.042,102.07,0.0525,"PROB","TPL","Temperate Plains",-86.1305,39.85374,"Region_05",85.82811419,"Urban","NATURAL",3.110684,223,5120201,"NLA_IN-10238",23.0511364465509,0.0000759620189905048,0.00000299850074962519,0.000000749625187406297,0.00000329536980385498,0.000610324729392173,0.00000374812593703148,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",94.28104575,0,"Poor","Fair","Poor",NA
"1091",1091,2011344,"NLA17_WA-10060",1,"2017-08-17",0.45,0.0112,0.39,0.084,0.008,1.93625,0.0192,"PROB","WMT","Western Mountains",-121.4557,47.4671,"Region_10",4.575911972,"Non-Urban","NATURAL",61.08315,1225,17110010,"NLA_WA-10137",95.9327034935728,0.00000599700149925038,0.000000571142999928607,0.00000079960019990005,0.0000000625125872706398,0.0000374687760199833,0.00000137074319982866,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",0,0,"Good","Good","Good",NA
"1092",1092,2011345,"NLA17_MT-10072",1,"2017-08-18",0.86,0,0.91,0.055,0.007,7.82,0.007,"PROB","WMT","Western Mountains",-113.9151,47.24417,"Region_08",42.23460555,"Non-Urban","NATURAL",7.425052,1262,17010212,"NLA_MT-10215",15.5526631084348,0.00000392660812450917,0.000000499750124937531,0,0.000000252471753366767,0.0000716069941715237,0.000000499750124937531,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",0,0,"Good","Good","Good",NA
"1093",1093,2011346,"NLA17_FL-10007",2,"2017-08-18",3.84,0,7.95,0.506,0.008,17.36375,0.008,"PROB","CPL","Coastal Plains",-81.50928,27.84219,"Region_04",1379.193088,"Urban","NATURAL",1.870655,29,3090101,"NLA_FL-10077",64.4400428866596,0.0000361247947454844,0.000000571142999928607,0,0.000000560595448532251,0.000319733555370525,0.000000571142999928607,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",1.704545455,78.40909091,"Good","Good","Good",NA
"1094",1094,2011349,"NLA17_MS-10017",1,"2017-08-21",3.78,0,4.88,0.401,0.009,14.24375,0.009,"PROB","CPL","Coastal Plains",-89.76398,34.00515,"Region_04",14.42101888,"Non-Urban","MAN_MADE",23.67721,97,9030001,"NLA_MS-10033",62.2542289248932,0.0000286285428714214,0.000000642535874919683,0,0.000000459865030309193,0.00031473771856786,0.000000642535874919683,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",4.398148148,5.169753086,"Good","Good","Good",NA
"1095",1095,2011351,"NLA17_NE-10040",1,"2017-08-22",7.74,0,176.73,3.706,0.019,375.88875,0.019,"PROB","SPL","Southern Plains",-100.2425,40.94646,"Region_07",66.41910952,"Non-Urban","MAN_MADE",4.718959,788,10200101,"NLA_NE-10142",21.8019287177874,0.000264581994716927,0.00000135646462483044,0,0.0000121357150618085,0.000644462947543714,0.00000135646462483044,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",25.34562212,0,"Poor","Poor","Poor",NA
"1096",1096,2011352,"NLA17_IL-10010",1,"2017-08-22",5.17,0,18.56,0.701,0.01,31.365,0.01,"PROB","TPL","Temperate Plains",-89.85636,38.3323,"Region_05",6463.483068,"Non-Urban","MAN_MADE",1.334154,114,10040105,"NLA_IL-10054",49.4221408814574,0.0000500464053687442,0.000000713928749910759,0,0.00000101263127165584,0.000430474604496253,0.000000713928749910759,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",7.050243112,6.80713128,"Good","Good","Fair",NA
"1097",1097,2011353,"NLA17_WA-10010",1,"2017-08-22",10.8,0.0092,3.91,1.114,0.241,32.65,0.2502,"PROB","XER","Xeric",-118.8933,48.03662,"Region_10",14.83827104,"Non-Urban","NATURAL",48.09134,729,17020005,"NLA_WA-10076",75.4485388366241,0.0000795316627400585,0.0000172056828728493,0.000000656814449917898,0.00000105411799839194,0.0008992506244796,0.0000178624973227672,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",0,0,"Good","Poor","Good",NA
"1098",1098,2011354,"NLA17_WI-10070",1,"2017-08-21",11.5,NA,15.1,0.405,NA,20.1,NA,"PROB","UMW","Upper Midwest",-88.92518,45.04591,"Region_05",49.00046501,"Non-Urban","NATURAL",10.62588,372,4030202,"NLA_WI-10143",44.5561640259827,0.0000289141143713857,NA,NA,0.000000648936348167777,0.000957535387177352,NA,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",1.685393258,0,"Good","Good","Poor","Y"
"1099",1099,2011355,"NLA17_WA-10038",1,"2017-08-22",0.31,0,0.42,0.015,0.004,5.57875,0.004,"HAND","WMT","Western Mountains",-121.6434,48.72561,"Region_10",0,"Non-Urban","MAN_MADE",1941.753,214,17110005,"NLA_WA-10103",5.94570267083097,0.00000107089312486614,0.000000285571499964304,0,0.000000180112122007014,0.000025811823480433,0.000000285571499964304,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",0.850199553,0,"Good","Good","Good",NA
"1100",1100,2011356,"NLA17_FL-10001",2,"2017-08-22",20.85,0.0193,37.28,1.594,0.022,210.53125,0.0413,"PROB","CPL","Coastal Plains",-80.83291,26.94453,"Region_04",51.42246091,"Urban","NATURAL",167489.6,2,3090201,"NLA_FL-10074",16.742510358023,0.000113800242735775,0.00000157064324980367,0.00000137788248732776,0.00000679708360946256,0.0017360532889259,0.00000294852573713143,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",10.617417068,32.39757955,"Poor","Poor","Poor",NA
"1101",1101,2011357,"NLA17_IL-10003",2,"2017-08-23",4.95,0.0018,26.56,0.964,0.09,78.995,0.0918,"PROB","TPL","Temperate Plains",-89.99254,38.75119,"Region_05",67.99578275,"Urban","MAN_MADE",6.98792,152,7070004,"NLA_IL-10048",26.9852383728944,0.0000688227314913972,0.00000642535874919683,0.000000128507174983937,0.00000255038441908028,0.000412156536219817,0.00000655386592418077,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",56.821026287,18.3979975,"Poor","Fair","Poor",NA
"1102",1102,2011358,"NLA17_NH-10067",1,"2017-08-23",5.39,0,2.99,0.293,0.009,6.0975,0.009,"PROB","NAP","Northern Appalachians",-71.00934545,44.08673463,"Region_01",7.962035323,"Non-Urban","NATURAL",67.35465331,130,1060002,"NLA_NH-10043",106.258734574773,0.0000209181123723852,0.000000642535874919683,0,0.000000196860168306121,0.000448792672772689,0.000000642535874919683,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",0.860117701,0.868348491,"Good","Good","Good","Y"
"1103",1103,2011359,"NLA17_ME-10038",1,"2017-08-23",10.95,0,10.8,0.448,0.015,15.37875,0.015,"PROB","NAP","Northern Appalachians",-68.07819304,44.65505172,"Region_01",48.39694415,"Non-Urban","NATURAL",14.5336506,72,1050002,"NLA_ME-10080",64.4177876232005,0.000031984007996002,0.00000107089312486614,0,0.000000496508948476876,0.000911740216486261,0.00000107089312486614,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",0,0.910697295,"Good","Fair","Poor","Y"
"1104",1104,2011360,"NLA17_MS-10008",1,"2017-08-23",5.92,0,38.08,0.52,0.013,53.41375,0.013,"PROB","CPL","Coastal Plains",-88.98125,34.87096,"Region_04",638.9870856,"Non-Urban","MAN_MADE",1.250519,164,11070207,"NLA_MS-10046",21.5277728586704,0.0000371242949953595,0.000000928107374883987,0,0.00000172448377447496,0.000492922564529559,0.000000928107374883987,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",7.581227436,9.025270758,"Fair","Good","Poor",NA
"1105",1105,2011361,"NLA17_MD-10003",2,"2017-08-23",4.99,0.4369,20.48,1.284,0.141,55.10625,0.5779,"PROB","SAP","Southern Appalachians",-77.13091,39.12696,"Region_03",1.621349146,"Urban","MAN_MADE",77.27868,100,2070010,"NLA_MD-10020",51.5244060180341,0.0000916684514885414,0.0000100663953737417,0.0000311915470836011,0.00000177912679782192,0.00041548709408826,0.0000412579424573428,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",49.441812339,20.59848609,"Poor","Poor","Poor",NA
"1106",1106,2011362,"NLA17_WI-10102",1,"2017-08-23",10.2,NA,11.2,0.369,NA,19.7,NA,"PROB","UMW","Upper Midwest",-88.53212,45.24231,"Region_05",49.00046501,"Non-Urban","NATURAL",10.51805,359,4030104,"NLA_WI-10177",41.4198925818527,0.000026343970871707,NA,NA,0.000000636022191985334,0.000849292256452956,NA,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",0.863557858,20.37996546,"Good","Good","Fair","Y"
"1107",1107,2011371,"NLA17_WA-10022",1,"2017-08-23",21.69,0,4.41,1.869,0.023,55.89,0.023,"PROB","XER","Xeric",-119.5903,47.73119,"Region_10",2.153228498,"Non-Urban","NATURAL",75.18731,559,17020012,"NLA_WA-10022",73.947589217254,0.000133433283358321,0.00000164203612479475,0,0.00000180443047259189,0.0018059950041632,0.00000164203612479475,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",2.828878974,40.00916916,"Fair","Poor","Good",NA
"1108",1108,2011372,"NLA17_NE-10067",1,"2017-08-23",6.28,0.0073,22.21,0.879,0.023,120.05,0.0303,"PROB","SPL","Southern Plains",-100.6285,41.08732,"Region_07",23.14860145,"Non-Urban","MAN_MADE",7.917496,836,10200101,"NLA_NE-10201",16.1910695727533,0.0000627543371171557,0.00000164203612479475,0.000000521167987434854,0.0000038758611242558,0.000522897585345545,0.0000021632041122296,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",18.656716415,9.701492537,"Poor","Poor","Poor",NA
"1109",1109,2011373,"NLA17_ID-10175",1,"2017-08-23",11.47,0.0021,32.8,1.686,0.067,547.58,0.0691,"PROB","XER","Xeric",-114.8125,43.25163,"Region_10",9.287658405,"Non-Urban","MAN_MADE",641.4051,1537,17040220,"NLA_ID-10300",6.80861568775077,0.000120368387234954,0.00000478332262440209,0.000000149925037481259,0.0000176788341059558,0.00095503746877602,0.00000493324766188334,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",0.417486639,1.491968086,"Poor","Poor","Poor",NA
"1110",1110,2011374,"NLA17_UT-10019",1,"2017-08-23",2,0.0004,6.91,0.18,0.008,9.66,0.0084,"PROB","WMT","Western Mountains",-110.1312,40.83191,"Region_08",8.850559498,"Non-Urban","NATURAL",10.95459,3239,14040106,"NLA_UT-10346",41.2044581054637,0.0000128507174983937,0.000000571142999928607,0.0000000285571499964304,0.000000311876871806006,0.000166527893422148,0.000000599700149925037,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",0,0,"Good","Good","Poor","Y"
