"","VISIT_ID","NTL_PPM","PTL_PPB","NH4N_PPM","NO3N_PPM","DOC_PPM","DIN_PPM","SITE_ID","VISIT_NO","DATE_COL","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","ECO_REG","CHLA_COND","NTL_COND","PTL_COND","TROPHIC_STATE","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","ECO_REG_NAME","CHLA_PPB","TSTATE_TP","TSTATE_TN","TSTATE_CHL"
"1044",8480,1.368,100,0.12,0.01,12.78,0.13,"NLA12_TX-159",1,2012-09-11,"PROB",-96.70980987,30.00697302,"Region_6",24.85716519,"No","MAN_MADE",21.42774456,109.8,12090301,"NLA_TX-10138","SPL","Good","Poor","Poor","Eutrophic",30.2506649627072,9.76654529877918e-05,8.56714499892911e-06,7.13928749910759e-07,3.22853904561083e-06,0.00106411323896753,9.28107374883987e-06,"Southern Plains",20,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1045",8481,0.79,19,0.1,0.05,6.68,0.15,"NLA12_OK-311",1,2012-09-11,"PROB",-95.3476266,34.97670154,"Region_6",67.5835424,"Yes","MAN_MADE",12.54564974,224.14,11110105,"NLA_OK-10129","SAP","Good","Poor","Good","Eutrophic",91.9437723935776,5.640037124295e-05,7.13928749910759e-06,3.56964374955379e-06,6.13422418666058e-07,0.000556203164029975,1.07089312486614e-05,"Southern Appalachians",13.8,"MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1046",8482,1.19,86,0.1,0.05,4.37,0.15,"NLA12_OK-101",2,2012-09-11,"PROB",-96.71815923,34.95361555,"Region_6",2.684319352,"No","MAN_MADE",533.1240464,281.09,11090202,"NLA_OK-10060","SPL","Good","Poor","Fair","Eutrophic",30.5983028233558,8.49575212393803e-05,7.13928749910759e-06,3.56964374955379e-06,2.77654357922532e-06,0.000363863447127394,1.07089312486614e-05,"Southern Plains",15.1,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1047",8483,0.435,4.9,0.0024,0.005,6.82,0.0074,"NLA12_CA-104",1,2012-09-11,"PROB",-119.0738863,37.78873902,"Region_9",94.29961191,"No","NATURAL",118.8169149,2323.16,18090101,"NLA_CA-10004","WMT","Fair","Poor","Good","Mesotrophic",196.309811116745,3.1055900621118e-05,1.71342899978582e-07,3.56964374955379e-07,1.58198413234931e-07,0.000567860116569525,5.28307274933962e-07,"Western Mountains",2.2,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1048",8486,0.069,16,0.0027,0.002,1.62,0.0047,"NLA12_MT-111",1,2012-09-12,"PROB",-114.3814277,48.45099337,"Region_8",4.68185044,"Yes","NATURAL",1335.843011,913,17010210,"NLA_MT-10114","WMT","Good","Good","Good","Oligotrophic",9.53625677278325,4.92610837438424e-06,1.92760762475905e-07,1.42785749982152e-07,5.16566247297733e-07,0.00013488759367194,3.35546512458057e-07,"Western Mountains",1.134,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"1049",8487,1.475,109,0.015,0.002,6.52,0.017,"NLA12_OH-122",1,2012-09-13,"PROB",-84.64620693,39.66169251,"Region_5",92.69413335,"No","MAN_MADE",7.121802446,287.29,5080002,"NLA_OH-10049","TPL","Poor","Fair","Poor","Hypereutrophic",29.923635133318,0.000105304490611837,1.07089312486614e-06,1.42785749982152e-07,3.51910755971581e-06,0.000542880932556203,1.21367887484829e-06,"Temperate Plains",64.32,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"1050",8489,0.4,16,0.01,0.05,6.6,0.06,"NLA12_ME-137",1,2012-09-12,"PROB",-70.60856237,43.76837527,"Region_1",67.86911934,"No","NATURAL",18.17223725,93.11,1060002,"NLA_ME-10066","NAP","Fair","Good","Fair","Mesotrophic",55.2826479581638,2.85571499964304e-05,7.13928749910759e-07,3.56964374955379e-06,5.16566247297733e-07,0.000549542048293089,4.28357249946455e-06,"Northern Appalachians",4.874,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1051",8493,0.593,17,0.0072,0.002,5.66,0.0092,"NLA12_IN-196",1,2012-09-12,"PROB",-85.73792608,41.42672638,"Region_5",3.829073692,"Yes","NATURAL",165.3987289,259.26,4050001,"NLA_IN-10144","UMW","Good","Good","Good","Mesotrophic",77.1355535039791,4.2335974869708e-05,5.14028699935746e-07,1.42785749982152e-07,5.48851637753842e-07,0.000471273938384679,6.56814449917898e-07,"Upper Midwest",4.165714286,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1052",8494,0.388,14,0.0091,0.003,3.98,0.0121,"NLA12_MA-102",1,2012-09-11,"PROB",-71.20506636,41.98955896,"Region_1",143.5343834,"Yes","MAN_MADE",202.4299208,30.85,1090004,"NLA_MA-10007","NAP","Good","Good","Good","Mesotrophic",61.284764022193,2.77004354965374e-05,6.49675162418791e-07,2.14178624973228e-07,4.51995466385517e-07,0.000331390507910075,8.63853787392018e-07,"Northern Appalachians",2.154666667,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1053",8495,0.724,22,0.011,0.164,5.16,0.175,"NLA12_WA-116",1,2012-09-12,"PROB",-119.27853,46.94126809,"Region_10",16.38878096,"No","MAN_MADE",53.06614387,263.5,17020015,"NLA_WA-10068","XER","Good","Fair","Good","Mesotrophic",72.7720674940192,5.16884414935389e-05,7.85321624901835e-07,1.17084314985364e-05,7.10278590034383e-07,0.000429641965029142,1.24937531234383e-05,"Xeric",4.432,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1054",8496,0.624,99,0.075,0.014,2.8,0.089,"NLA12_WA-104",1,2012-09-11,"PROB",-119.324822,47.07694132,"Region_10",6.627173234,"Yes","NATURAL",2575.598798,320.11,17020015,"NLA_WA-10014","XER","Good","Fair","Poor","Eutrophic",13.9379282124825,4.45491539944314e-05,5.35446562433069e-06,9.99500249875062e-07,3.19625365515472e-06,0.000233139050791007,6.35396587420575e-06,"Xeric",25.76,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1055",8497,0.739,25,0.03,0.003,4.29,0.033,"NLA12_MA-104",1,2012-09-12,"PROB",-71.37031557,42.69394175,"Region_1",95.76205351,"Yes","NATURAL",66.35108379,45.85,1070006,"NLA_MA-10016","NAP","Fair","Poor","Poor","Hypereutrophic",65.3662029457328,5.27593346184051e-05,2.14178624973228e-06,2.14178624973228e-07,8.07134761402708e-07,0.000357202331390508,2.3559648747055e-06,"Northern Appalachians",33.76,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"1056",8499,0.986,89,0.011,0.005,4.77,0.016,"NLA12_IL-111",1,2012-09-12,"PROB",-88.067551,38.75927501,"Region_5",35.86111249,"Yes","MAN_MADE",333.9449364,144.81,5120114,"NLA_IL-10039","TPL","Poor","Good","Poor","Hypereutrophic",24.4982880389885,7.03933747412008e-05,7.85321624901835e-07,3.56964374955379e-07,2.87339975059364e-06,0.000397169025811823,1.14228599985721e-06,"Temperate Plains",59.36,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"1057",8500,0.763,69,0.0076,0.002,3.85,0.0096,"NLA12_CT-105",1,2012-09-12,"PROB",-73.44712926,41.89704559,"Region_1",162.7718671,"No","NATURAL",10.59169184,258.17,1100005,"NLA_CT-10012","NAP","Good","Poor","Poor","Eutrophic",24.4525567490313,5.44727636181909e-05,5.42585849932177e-07,1.42785749982152e-07,2.22769194147147e-06,0.000320566194837635,6.85371599914329e-07,"Northern Appalachians",26.08,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1058",8502,0.476,43,0.0062,0.003,4.83,0.0092,"NLA12_TN-106",1,2012-09-12,"PROB",-88.50247061,35.12132203,"Region_4",205,"No","MAN_MADE",1.692910894,168.52,8010207,"NLA_TN-10027","CPL","Fair","Good","Fair","Eutrophic",24.4786422586846,3.39830084957521e-05,4.42635824944671e-07,2.14178624973228e-07,1.38827178961266e-06,0.000402164862614488,6.56814449917898e-07,"Coastal Plains",28,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1059",8503,0.71,12,0.1,0.05,4.11,0.15,"NLA12_OK-299",2,2012-09-12,"PROB",-94.98833478,35.15514114,"Region_6",47.27999775,"No","MAN_MADE",4.020646732,152.43,11110104,"NLA_OK-10117","SAP","Good","Poor","Good","Mesotrophic",130.835600167654,5.06889412436639e-05,7.13928749910759e-06,3.56964374955379e-06,3.874246854733e-07,0.000342214820982515,1.07089312486614e-05,"Southern Appalachians",5.18,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1060",8504,0.511,104,0.032,0.004,1.89,0.036,"NLA12_UT-264",1,2012-09-12,"PROB",-111.3751268,38.07061898,"Region_8",1.203917328,"No","MAN_MADE",11.22871745,3074.1,14070003,"NLA_UT-10205","WMT","Fair","Poor","Poor","Eutrophic",10.8651665794699,3.64817591204398e-05,2.28457199971443e-06,2.85571499964304e-07,3.35768060743527e-06,0.00015736885928393,2.57014349967873e-06,"Western Mountains",24.1,"HYPEREUTROPHIC (>100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1061",8505,0.331,17,0.058,0.004,5.07,0.062,"NLA12_CO-103",1,2012-09-12,"PROB",-105.0336532,40.43632395,"Region_8",19.12157378,"Yes","MAN_MADE",611.5611803,1510.61,10190006,"NLA_CO-10035","SPL","Good","Good","Good","Mesotrophic",43.0554269980052,2.36310416220461e-05,4.1407867494824e-06,2.85571499964304e-07,5.48851637753842e-07,0.000422148209825146,4.4263582494467e-06,"Southern Plains",4.768,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1062",8507,0.44,10,0.02,0.45,2.93,0.47,"NLA12_PA-101",2,2012-09-12,"PROB",-78.10970726,40.360507,"Region_3",19.66947858,"No","MAN_MADE",3347.381141,239.41,2050303,"NLA_PA-10014","SAP","Good","Poor","Fair","Mesotrophic",97.2974604063682,3.14128649960734e-05,1.42785749982152e-06,3.21267937459842e-05,3.22853904561083e-07,0.000243963363863447,3.35546512458057e-05,"Southern Appalachians",5.14,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1063",8508,1.005,85,0.415,0.012,7.57,0.427,"NLA12_UT-343",1,2012-09-11,"PROB",-110.1185889,40.9225409,"Region_8",1.293761905,"No","NATURAL",69.39431051,2803.81,14040106,"NLA_UT-10272","WMT","Good","Poor","Poor","Oligotrophic",26.1454405637433,7.17498393660313e-05,2.96280431212965e-05,8.56714499892911e-07,2.74425818876921e-06,0.000630308076602831,3.04847576211894e-05,"Western Mountains",0.3148,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"1064",8509,3.25,542,0.017,0.002,12.35,0.019,"NLA12_UT-359",1,2012-09-12,"PROB",-109.941191,40.35063701,"Region_8",0.718756614,"No","MAN_MADE",42.4906927,1632.53,14060003,"NLA_UT-10286","XER","Good","Poor","Poor","Hypereutrophic",13.2596757095227,0.000232026843720997,1.21367887484829e-06,1.42785749982152e-07,1.74986816272107e-05,0.00102830974188177,1.35646462483044e-06,"Xeric",173.2,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"1065",8514,0.095,66,0.0068,0.002,0.62,0.0088,"NLA12_OR-103",2,2012-09-12,"PROB",-121.742747,44.011243,"Region_10",39.54865967,"No","NATURAL",97.254939,1655.84,17070301,"NLA_OR-10053","WMT","Good","Good","Poor","Oligotrophic",3.18294033698519,6.78232312415221e-06,4.85471549939316e-07,1.42785749982152e-07,2.13083577010315e-06,5.16236469608659e-05,6.28257299921468e-07,"Western Mountains",0.349,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"1066",8540,0.35,9,0.0097,0.005,2.88,0.0147,"NLA12_IN-193",1,2012-09-12,"PROB",-86.11552511,39.89200512,"Region_5",8.10995549,"Yes","MAN_MADE",15.29819602,218.12,5120201,"NLA_IN-10141","TPL","Poor","Good","Good","Mesotrophic",85.9952301571436,2.49875062468766e-05,6.92510887413436e-07,3.56964374955379e-07,2.90568514104975e-07,0.000239800166527893,1.04947526236882e-06,"Temperate Plains",5.104,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1067",8542,0.256,40,0.0058,0.002,3.36,0.0078,"NLA12_OR-121",2,2012-09-13,"PROB",-121.8013897,44.39992585,"Region_10",24.65626917,"No","NATURAL",5.781103436,1302.21,17070301,"NLA_OR-10077","WMT","Good","Good","Fair","Oligotrophic",14.1523578772899,1.82765759977154e-05,4.1407867494824e-07,1.42785749982152e-07,1.29141561824433e-06,0.000279766860949209,5.56864424930392e-07,"Western Mountains",0.8896,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"1068",8543,0.944,9,0.006,0,11.75,0.006,"NLA12_MT-164",2,2012-09-13,"PROB",-114.3675211,48.16778753,"Region_8",36.41053135,"Yes","NATURAL",92.42796828,1007.13,17010208,"NLA_MT-10163","WMT","Good","Poor","Good","Oligotrophic",231.941420766696,6.73948739915756e-05,4.28357249946455e-07,0,2.90568514104975e-07,0.000978351373855121,4.28357249946455e-07,"Western Mountains",1.216,"OLIGOTROPHIC (<= 10 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"1069",8545,0.426,12,0.0072,0.004,4.03,0.0112,"NLA12_NJ-105",1,2012-09-13,"PROB",-74.40940536,41.14260568,"Region_2",27.10581543,"Yes","MAN_MADE",11.99904778,347.89,2020007,"NLA_NJ-10014","NAP","Good","Fair","Good","Mesotrophic",78.5013601005925,3.04133647461983e-05,5.14028699935746e-07,2.85571499964304e-07,3.874246854733e-07,0.000335553705245629,7.9960019990005e-07,"Northern Appalachians",3.216,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1070",8546,0.266,8,0.0061,0.002,2.49,0.0081,"NLA12_NY-0101",2,2012-09-13,"PROB",-77.1490251,42.49915505,"Region_2",160.7155426,"Yes","NATURAL",4564.909789,217.44,4140201,"NLA_NY-10014","NAP","Good","Good","Good","Oligotrophic",73.5259217843578,1.89905047476262e-05,4.35496537445563e-07,1.42785749982152e-07,2.58283123648867e-07,0.000207327227310575,5.78282287427715e-07,"Northern Appalachians",1.59,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"1071",8547,1.763,332,0.0087,0,5.96,0.0087,"NLA12_TX-101",2,2012-09-13,"PROB",-96.45375244,32.94442993,"Region_6",212.7434931,"Yes","MAN_MADE",13.83961938,145.99,12030106,"NLA_TX-10054","SPL","Good","Poor","Poor","Hypereutrophic",11.7425672711136,0.000125865638609267,6.2111801242236e-07,0,1.0718749631428e-05,0.000496253122398002,6.2111801242236e-07,"Southern Plains",76.96,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"1072",8549,0.536,31,0.014,0.002,4.51,0.016,"NLA12_IN-199",1,2012-09-13,"PROB",-85.16723461,41.63635595,"Region_5",4.906636023,"No","NATURAL",46.7765862,284.85,4050001,"NLA_IN-10147","UMW","Good","Good","Fair","Mesotrophic",38.2341926523559,3.82665809952167e-05,9.99500249875062e-07,1.42785749982152e-07,1.00084710413936e-06,0.000375520399666944,1.14228599985721e-06,"Upper Midwest",4.18,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1073",8552,0.536,67,0.011,0.084,2.85,0.095,"NLA12_WA-159",1,2012-09-13,"PROB",-120.5560269,46.62199741,"Region_10",39.64053551,"Yes","NATURAL",4.586157325,343.08,17030002,"NLA_WA-10111","XER","Poor","Fair","Fair","Eutrophic",17.6904473466124,3.82665809952167e-05,7.85321624901835e-07,5.99700149925038e-06,2.16312116055926e-06,0.000237302248126561,6.78232312415221e-06,"Xeric",7.552,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1074",8553,0.51,48,0.011,0.003,4.17,0.014,"NLA12_TN-122",1,2012-09-13,"PROB",-88.88488635,35.34673245,"Region_4",11.77417721,"No","MAN_MADE",20.32069074,133.2,8010208,"NLA_TN-10043","CPL","Fair","Good","Fair","Eutrophic",23.4951253822196,3.64103662454487e-05,7.85321624901835e-07,2.14178624973228e-07,1.5496987418932e-06,0.000347210657785179,9.99500249875062e-07,"Coastal Plains",19.04,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1075",8554,1.126,110,0.006,0.002,3,0.008,"NLA12_MO-106",1,2012-09-13,"PROB",-90.31725137,36.91927707,"Region_7",11.2813649,"No","MAN_MADE",2844.071472,109.07,8020202,"NLA_MO-10032","SAP","Poor","Poor","Poor","Hypereutrophic",22.6357314912336,8.03883772399514e-05,4.28357249946455e-07,1.42785749982152e-07,3.55139295017192e-06,0.000249791840133222,5.71142999928607e-07,"Southern Appalachians",66.6,"HYPEREUTROPHIC (>100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"1076",8555,0.278,13,0.0036,0.002,2.91,0.0056,"NLA12_MA-106",1,2012-09-13,"PROB",-71.93931,42.25891476,"Region_1",265.4228707,"Yes","MAN_MADE",25.73375839,301.88,1080204,"NLA_MA-10018","NAP","Fair","Good","Good","Mesotrophic",47.287926561137,1.98472192475191e-05,2.57014349967873e-07,1.42785749982152e-07,4.19710075929408e-07,0.000242298084929226,3.99800099950025e-07,"Northern Appalachians",5.273846154,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1077",8556,0.603,28,0.009,0.002,4.94,0.011,"NLA12_IL-105",1,2012-09-13,"PROB",-87.80523888,39.41011547,"Region_5",39.85661628,"No","MAN_MADE",296.1995854,184.92,5120111,"NLA_IL-10001","TPL","Good","Good","Good","Eutrophic",47.6220524553896,4.30499036196188e-05,6.42535874919683e-07,1.42785749982152e-07,9.03990932771033e-07,0.000411323896752706,7.85321624901835e-07,"Temperate Plains",12.37333333,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1078",8590,0.261,7,0.0078,0.003,2.63,0.0108,"NLA12_MA-109",1,2012-09-14,"PROB",-72.5129138,42.14480404,"Region_1",278.5513138,"Yes","NATURAL",11.43422349,62.57,1080204,"NLA_MA-10021","NAP","Good","Good","Good","Oligotrophic",82.4501206690328,1.86335403726708e-05,5.56864424930392e-07,2.14178624973228e-07,2.25997733192758e-07,0.000218984179850125,7.7104304990362e-07,"Northern Appalachians",1.472,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"1079",8591,1.003,87,0.017,0.002,6.04,0.019,"NLA12_NJ-106",1,2012-09-14,"PROB",-74.30117131,41.03000369,"Region_2",14.45643489,"Yes","MAN_MADE",4.681237311,69.01,2030103,"NLA_NJ-10015","NAP","Good","Poor","Poor","Hypereutrophic",25.4935613342705,7.16070536160491e-05,1.21367887484829e-06,1.42785749982152e-07,2.80882896968142e-06,0.000502914238134888,1.35646462483044e-06,"Northern Appalachians",105.84,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"1080",8592,0.723,30,0.017,0.28,3.52,0.297,"NLA12_DE-107",1,2012-09-13,"PROB",-75.38016332,38.86695206,"Region_3",5.544859162,"Yes","MAN_MADE",14.22160773,2.15,2040207,"NLA_DE-10020","CPL","Poor","Fair","Good","Eutrophic",53.2924726316699,5.16170486185479e-05,1.21367887484829e-06,1.99900049975012e-05,9.6856171368325e-07,0.000293089092422981,2.12036838723495e-05,"Coastal Plains",8.48,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1081",8594,0.223,28,0.005,0.006,1.7,0.011,"NLA12_WY-101",2,2012-09-13,"PROB",-109.2581674,44.78618159,"Region_8",253.7996558,"No","MAN_MADE",16.77050029,1468,10070006,"NLA_WY-10039","XER","Good","Good","Good","Oligotrophic",17.6114721352436,1.59206111230099e-05,3.56964374955379e-07,4.28357249946455e-07,9.03990932771033e-07,0.000141548709408826,7.85321624901835e-07,"Xeric",1.0944,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"1082",8595,0.318,33,0.0084,0.002,3.76,0.0104,"NLA12_WY-137",1,2012-09-14,"PROB",-109.2547289,44.78132376,"Region_8",41.73986963,"No","NATURAL",14.42002218,1473.36,10070006,"NLA_WY-10084","XER","Good","Good","Good","Oligotrophic",21.3089479402377,2.27029342471621e-05,5.99700149925037e-07,1.42785749982152e-07,1.06541788505157e-06,0.000313072439633639,7.42485899907189e-07,"Xeric",0.829333333,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"1083",8596,6.2,435,0.021,0.023,15.09,0.044,"NLA12_CO-104",1,2012-09-14,"PROB",-104.9472807,40.22358076,"Region_8",17.3655691,"No","MAN_MADE",72.49623774,1487.14,10190005,"NLA_CO-10034","SPL","Good","Poor","Poor","Hypereutrophic",31.5174636635049,0.000442635824944671,1.49925037481259e-06,1.64203612479475e-06,1.40441448484071e-05,0.00125645295587011,3.14128649960734e-06,"Southern Plains",218,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"1084",8597,0.486,33,0.0052,0.002,6,0.0072,"NLA12_NY-0112",1,2012-09-14,"PROB",-77.17720022,42.32527988,"Region_2",113.968679,"No","NATURAL",4.094913633,325.07,2050105,"NLA_NY-10034","NAP","Fair","Fair","Poor","Mesotrophic",32.5665053426274,3.46969372456629e-05,3.71242949953595e-07,1.42785749982152e-07,1.06541788505157e-06,0.000499583680266445,5.14028699935746e-07,"Northern Appalachians",5.137777778,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1085",8598,0.1,22,0.01,0.05,9.3,0.06,"NLA12_ME-113",1,2012-09-13,"PROB",-68.89350155,45.28593111,"Region_1",104.1015843,"No","NATURAL",4.39936651,111.42,1020004,"NLA_ME-10042","NAP","Good","Good","Fair","Eutrophic",10.051390537848,7.13928749910759e-06,7.13928749910759e-07,3.56964374955379e-06,7.10278590034383e-07,0.000774354704412989,4.28357249946455e-06,"Northern Appalachians",12.816,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1086",8599,0.238,13,0.0029,0,2.5,0.0029,"NLA12_MA-110",1,2012-09-16,"PROB",-72.83293844,42.30567112,"Region_1",265.4228707,"No","NATURAL",47.74847149,336.92,1080206,"NLA_MA-10022","NAP","Fair","Good","Good","Mesotrophic",40.4839083509015,1.69915042478761e-05,2.0703933747412e-07,0,4.19710075929408e-07,0.000208159866777685,2.0703933747412e-07,"Northern Appalachians",5.08,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"1087",8600,0.841,51,0.0029,0.002,4.46,0.0049,"NLA12_TN-119",1,2012-09-16,"PROB",-86.91714013,36.30304042,"Region_4",11.77417721,"Yes","MAN_MADE",25.1163049,197.14,5130202,"NLA_TN-10040","SAP","Good","Poor","Poor","Eutrophic",36.4648681826006,6.00414078674948e-05,2.0703933747412e-07,1.42785749982152e-07,1.64655491326152e-06,0.000371357202331391,3.49825087456272e-07,"Southern Appalachians",23.04,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1088",8601,0.611,42,0.048,0.003,5.93,0.051,"NLA12_TN-114",2,2012-09-14,"PROB",-88.79381612,35.53344258,"Region_4",40.09701449,"Yes","MAN_MADE",4.922124868,129.47,8010205,"NLA_TN-10035","CPL","Poor","Poor","Fair","Eutrophic",32.1692360975601,4.36210466195474e-05,3.42685799957164e-06,2.14178624973228e-07,1.35598639915655e-06,0.000493755203996669,3.64103662454487e-06,"Coastal Plains",12.352,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"1089",8602,1.319,664,0.012,0.002,4.78,0.014,"NLA12_TN-108",2,2012-09-15,"PROB",-87.03244737,35.67437636,"Region_4",11.77417721,"Yes","MAN_MADE",33.43314103,192.02,6040003,"NLA_TN-10029","SAP","Poor","Poor","Poor","Hypereutrophic",4.39263931667578,9.41672021132291e-05,8.56714499892911e-07,1.42785749982152e-07,2.14374992628559e-05,0.000398001665278934,9.99500249875062e-07,"Southern Appalachians",50.93333333,"HYPEREUTROPHIC (>100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"1090",8613,0.395,15,0.0053,0.003,5.25,0.0083,"NLA12_MA-103",1,2012-09-17,"PROB",-73.13713927,42.31302099,"Region_1",130.3530924,"No","MAN_MADE",58.46346487,536.84,1080206,"NLA_MA-10006","NAP","Fair","Good","Fair","Mesotrophic",58.2310558492658,2.8200185621475e-05,3.78382237452702e-07,2.14178624973228e-07,4.84280856841625e-07,0.000437135720233139,5.9256086242593e-07,"Northern Appalachians",4.68,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
