UID,SITE_ID,YEAR,VISIT_NO,DATE_COL,LAT_DD83,LON_DD83,XCOORD,YCOORD,AG_ECO3_NM,AG_ECO9_NM,MISS_BASIN_NM,MAJ_BAS_NM,FS_EW,EPA_REG,STRAH_CAT,NARS_OWN,NRS13_EVAL,NRS13_MDC,NRS13_PNL,NRS13_SF,NRS13_STRA,NRS13_TNT,NRS13_URBN,NRS13_VST,WGT_EXT_SP,ANC_COND,ANC,DOC,PH,SAL_COND,COND,NTL_COND,NTL_UG_L,PTL_COND,PTL,BENT_MMI_COND,MMI_BENT,OE_SCORE,OE_COND,INSTRMCVR_COND,L_XFC_NAT,BEDSED_COND,LRBS_USE,RIPDIST_COND,W1_HALL,RIPVEG_COND,L_XCMGW,FISH_MMI_COND,MMI_FISH,ENT_1X_CCE_100ML,ENT_1X_STV_COND,MICX_COND,MICX_RESULT,MICX_MDL,MICX_RL,MICX_FLAG,HG_COND,MERCURY_RESULT,MERCURY_MDL,MERCURY_RL,MERCURY_FLAG,MERCURY_DATA_FLAG,MERCURY_COMMENT,PUBLICATION_DATE
1004266,IARO-1014,2014,1,8/11/2014,42.82805,-91.37593,375751.8,605848.8,Plains and Lowlands,Upper Midwest,Upper Mississippi Region,Upper Mississippi Region,,Region_7,RiversOther,Private,Target_Sampled,IA_RiversOther_UMW,Base_NewRiversOther,Include,IA,Target,NonUrban,1,165.0419725,None,4232.1,1.75,8.36,Fair,539,Poor,7075,Poor,82,Fair,27.1,0.606963294,O/E<0.8,Fair,-1.160579093,Not Assessed,,Moderate,0.484872727,Good,-0.10137453,Good,65.75,445.6174609,Below Human Health Threshold,<= 8 ug/L,0.11,,0.15,L,Does Not Exceed 300 ng Hg/g ww,116,3.54,19.6,,,,4/29/2019
1004267,OKRM-1020,2014,1,8/11/2014,33.87103,-95.43251,52120.68,-406066.8,Plains and Lowlands,Coastal Plains,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_6,RiversMajor,Private,Target_Sampled,OK_RiversMajor_TF,Base_NewRiversMajor,Include,OK,Target,NonUrban,1,86.62657401,None,2402.18,4.85,8.58,Fair,817,Fair,861,Poor,143,Poor,38.72,0.137324036,OE<0.5,Poor,-1.160579093,Good,-0.700310033,Low,0.098486364,Poor,-0.502316586,Good,61.64,274.2613991,Below Human Health Threshold,<= 8 ug/L,0.207,,,,Does Not Exceed 300 ng Hg/g ww,147,3.11,17.2,,,,4/29/2019
1004269,TNLS-1032,2014,1,8/10/2014,36.43374,-83.12249,1140388,-42086.73,Eastern Highlands,Southern Appalachians,Tennessee Region,Ohio-Tennessee Region,,Region_4,LargeStreams,Private,Target_Sampled,TN_LargeStreams_SAP,Base_NewLargeStreams,Include,TN,Target,NonUrban,1,1493.586414,None,763.48,3.41,7.76,Good,122.3,Fair,391,Poor,39,Good,53.58,0.772121481,O/E<0.8,Fair,-0.812222983,Good,-0.197918473,High,2.168534199,Poor,-0.187238521,Fair,55.75,715.8235658,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,49.6,4.58,25.4,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1004270,TNS9-0922,2014,1,8/11/2014,35.8291,-83.48464,1117397,-113501.3,Eastern Highlands,Southern Appalachians,Tennessee Region,Ohio-Tennessee Region,,Region_4,SmallStreams,Private,Target_Sampled,TN_Streams_TN_1st,Base_09Stream,Include,TN,Target,Urban,1,2610.887531,None,2436.31,2.16,8.22,Good,267,Poor,718,Poor,45,Fair,44.83,0.985033025,O/E>=0.9,Fair,-0.808396576,Good,0.2724034,High,1.863668182,Poor,-0.306193137,Fair,54.74,2536.13564,Above Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,69.1,4.68,25.9,,OW_1,Reason for setting as Not Assessed: Exclude - non-target species and does not meet length criterion,4/29/2019
1004271,ORRM-1007,2014,1,8/11/2014,43.65161,-123.9032,-2209245,1015354,West,Western Mountains,,Pacific Northwest Region,,Region_10,RiversMajor,Private,Target_Sampled,OR_RiversMajor_WMT,Base_NewRiversMajor,Include,OR,Target,NonUrban,1,89.80911379,None,615.57,1.44,7.62,Good,75.9,Fair,195,Poor,53,Poor,7.15,0.290975457,OE<0.5,Good,-0.150134068,Not Assessed,,High,2.061435455,Good,-0.098269308,Not Assessed,,14.86517881,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,521,3.5,19.4,,OW_1,Reason for setting as Not Assessed: Exclude - unknown length,4/29/2019
1004272,MSR9-0904,2014,1,8/11/2014,32.08681,-90.94759,474402.8,-592717.9,Plains and Lowlands,Coastal Plains,Lower Mississippi Region,Lower Mississippi Region,,Region_4,RiversMajor,Private,Target_Sampled,MS_Rivers_MS_6th,Base_09River,Include,MS,Target,NonUrban,1,157.6343387,None,1320.79,5.42,7.65,Good,165.5,Fair,863,Poor,232,Poor,14.05,0.380963773,OE<0.5,Good,-0.562826189,Fair,-3.049666535,Moderate,0.924259091,Good,-0.027607794,Poor,45.6,3627.792058,Above Human Health Threshold,<= 8 ug/L,0.321,,,,Does Not Exceed 300 ng Hg/g ww,215,0.583,3.23,,,,4/29/2019
1004276,IALS-1049,2014,1,8/12/2014,43.47283,-92.28034,299484.2,674578.4,Plains and Lowlands,Temporate Plains,Upper Mississippi Region,Upper Mississippi Region,,Region_7,LargeStreams,Private,Target_Sampled,IA_LargeStreams_TPL,Base_NewLargeStreams,Include,IA,Target,NonUrban,1,1527.862312,None,3717.31,1.84,8.2,Good,465,Poor,4600,Good,47,Poor,16.75,0.822733053,O/E<0.9,Fair,-0.810943763,Poor,-1.720470801,High,1.529291558,Good,-0.132371831,Fair,49.89,472.5178727,Below Human Health Threshold,<= 8 ug/L,0.15,,,,Does Not Exceed 300 ng Hg/g ww,177,3.53,19.5,,,,4/29/2019
1004277,OKRO-1103,2014,1,8/12/2014,34.1366,-94.68233,120606.5,-375706.3,Eastern Highlands,Southern Appalachians,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_6,RiversOther,DOD,Target_Sampled,OK_RiversOther_TF,Base_NewRiversOther,Include,OK,Target,NonUrban,1,37.05687632,None,183.31,3.11,7.33,Good,32.6,Fair,358,Fair,19,Poor,26.22,0.28579672,OE<0.5,Good,-0.577499695,Good,1.00620558,Moderate,0.969718182,Good,0.066580023,Poor,38.56,1079.715665,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,81.6,3.46,19.2,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1004278,TXLS-1134,2014,1,8/12/2014,31.85906,-99.20214,-301608.9,-625624,Plains and Lowlands,Southern Plains,,Rio Grande-Texas-Gulf Region,,Region_6,LargeStreams,Private,Target_Sampled,TX_LargeStreams_SPL,Base_NewLargeStreams,Include,TX,Target,NonUrban,1,319.6823929,None,2519.46,6.14,8.09,Good,304,Fair,1065,Poor,154,Fair,30.78,0.647135073,O/E<0.8,Fair,-0.449215928,Fair,-1.214416205,Low,0,Good,0.081150839,Not Assessed,,80.81182758,Below Human Health Threshold,<= 8 ug/L,0.12,,0.15,L,Does Not Exceed 300 ng Hg/g ww,159,3.38,18.7,,,,4/29/2019
1004280,INR9-0904,2014,1,8/12/2014,38.45178,-87.598,725393.9,138764.2,Plains and Lowlands,Temporate Plains,Ohio Region,Ohio-Tennessee Region,,Region_5,RiversOther,Private,Target_Sampled,IN_Rivers_IN_7th+,Base_09River,Include,IN,Target,NonUrban,1,285.1211952,None,3248.99,3.03,8.43,Good,585,Fair,1169,Fair,120,Fair,30.18,0.512900183,O/E<0.8,Fair,-0.706938935,Poor,-2.145633383,Moderate,0.992459091,Good,0.107364166,Poor,26.2,196.4537111,Below Human Health Threshold,<= 8 ug/L,0.269,,,,Exceeds 300 ng Hg/g ww,379,2.56,14.2,,,,4/29/2019
1004281,NDLS-1063,2014,1,8/12/2014,46.02672,-101.3583,-415275.9,964749.8,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,LargeStreams,Native American,Target_Sampled,ND_LargeStreams_NPL,Base_NewLargeStreams,Include,ND,Target,NonUrban,1,95.81618452,None,7987.53,12.29,8.41,Fair,1154,Poor,1254,Poor,145,Poor,31.05,1.378541904,O/E>=0.9,Good,-0.304200043,Good,-2.003849497,Moderate,0.6667,Fair,-1.016086822,Poor,32.61,815.5605931,Below Human Health Threshold,<= 8 ug/L,0.121,,0.15,L,Not Assessed,200,3.39,18.8,,OW_1,Reason for setting as Not Assessed: Exclude - unknown length and species,4/29/2019
1004282,SDRM-1022,2014,1,8/11/2014,45.69451,-101.6259,-438175.6,929126.5,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,RiversMajor,Native American,Target_Sampled,SD_RiversMajor_NPL,Base_NewRiversMajor,Include,SD,Target,NonUrban,1,69.9922419,None,6050.36,8.79,8.6,Fair,1751,Fair,743,Good,28,Good,65.37,0.767871989,O/E<0.8,Good,-0.958607315,Fair,-2.020907927,Moderate,0.363654545,Poor,-1.402903423,Not Assessed,,101.61017,Below Human Health Threshold,<= 8 ug/L,0.163,,,,Not Assessed,92.3,3.42,18.9,,OW_1,Reason for setting as Not Assessed: Exclude - unknown length and species,4/29/2019
1004283,VAS9-0915,2014,1,8/11/2014,38.39533,-77.95542,1551764,248114.9,Eastern Highlands,Southern Appalachians,,Mid-Atlantic Region,,Region_3,SmallStreams,Private,Target_Sampled,VA_Streams_VA_2nd,Base_09Stream_RVT,Include,VA,Target,NonUrban,2,5053.822988,None,1621.43,3.6,7.9,Good,256,Fair,416,Poor,42,Poor,16.15,0.353163423,OE<0.5,Good,-0.389630237,Poor,-1.354294798,Low,0,Good,0.061897786,Poor,38.39,702.4365995,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,42.2,4.4,24.4,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1004284,VAS9-0917,2014,1,8/12/2014,37.49176,-78.75646,1501928,135712.5,Eastern Highlands,Southern Appalachians,,Mid-Atlantic Region,,Region_3,SmallStreams,Private,Target_Sampled,VA_Streams_VA_1st,Base_09Stream,Include,VA,Target,NonUrban,1,1700.656244,None,224.98,4.08,7.16,Good,27.8,Good,233,Poor,49,Good,53.1,1.190740551,O/E>=0.9,Good,-0.427550863,Good,-0.972254556,Low,0,Good,0.195018603,Good,60.53,397.5169288,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,118,4.24,23.5,,OW_1,Reason for setting as Not Assessed: Exclude - non-target species and does not meet length criterion,4/29/2019
1004285,CAR9-0913,2014,1,8/12/2014,41.84331069,-122.8997348,-2188403.695,798402.107,West,Western Mountains,,California Region,,Region_9,RiversMajor,Private,Target_Sampled,CA_Rivers_CA_6th,Base_09River,Include,CA,Target,NonUrban,1,74.75071202,None,1320,5.98,8.49,Good,158,Poor,773,Poor,224,Poor,21.2,0.609654181,O/E<0.8,Good,-0.592686366,Good,1.042264229,Moderate,0.803059091,Fair,-0.338316358,Not Assessed,,1021.159096,Below Human Health Threshold,<= 8 ug/L,0.97,,,,Not Assessed,,,,,,,4/29/2019
1004286,CAR9-0906,2014,1,8/12/2014,41.53926057,-123.5267321,-2247712.698,780397.941,West,Western Mountains,,California Region,West,Region_9,RiversMajor,USFS,Target_Sampled,CA_Rivers_CA_6th,Base_09River,Include,CA,Target,NonUrban,1,74.75071202,None,1390,4.93,7.32,Good,164,Poor,596,Poor,189,Poor,19.37,0.571925244,O/E<0.8,Good,-0.585026652,Good,0.601244704,Moderate,0.575786364,Good,-0.265236527,Not Assessed,,2683.680109,Above Human Health Threshold,<= 8 ug/L,1.895,,,,Not Assessed,,,,,,,4/29/2019
1004287,NESS-1138,2014,1,8/12/2014,42.59489,-103.9548,-648087.5,597787,Plains and Lowlands,Southern Plains,Upper Missouri Region,Missouri Region,,Region_7,SmallStreams,Private,Target_Sampled,NE_SmallStreams_SPL,Base_NewSmallStreams,Include,NE,Target,NonUrban,1,388.2841478,None,4019.79,5.41,8.11,Good,383,Good,443,Fair,110,Fair,30.27,0.918650376,O/E>=0.9,Good,-0.180456064,Poor,-3.102318994,High,1.5,Poor,-1.911058926,Fair,41.71,3416.716944,Above Human Health Threshold,<= 8 ug/L,0.19,,,,Not Assessed,,,,,,,4/29/2019
1004289,WIRO-1040,2014,1,8/12/2014,45.84305,-88.14312,610231.9,957889.6,Plains and Lowlands,Upper Midwest,,Great Lakes Region,,Region_5,RiversOther,Private,Target_Sampled,WI_RiversOther_UMW,Base_NewRiversOther,Include,WI,Target,NonUrban,1,73.38390613,None,2557.696,5.65,8.1,Good,256,Good,238,Good,10.3,Fair,29.22,0.6830618,O/E<0.8,Good,-0.463326801,Good,-0.984002958,Low,0.166668182,Good,0.016368482,Fair,39.29,832.7614923,Below Human Health Threshold,<= 8 ug/L,0.113,,0.15,L,Does Not Exceed 300 ng Hg/g ww,255,0.621,3.44,,,,4/29/2019
1004290,ORRO-1049,2014,1,8/12/2014,43.12125,-124.1794,-2247766,965178.1,West,Western Mountains,,Pacific Northwest Region,,Region_10,RiversOther,Private,Target_Sampled,OR_RiversOther_WMT,Base_NewRiversOther,Include,OR,Target,NonUrban,1,149.0392666,None,984.55,2.03,7.8,Good,115.5,Fair,193,Poor,45,Poor,4.77,0.24062468,OE<0.5,Good,-0.404403583,Not Assessed,,High,1.822592857,Good,-0.058669297,Poor,51.02,37.3508448,Below Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,400,3.49,19.3,,,,4/29/2019
1004292,MTRO-1068,2014,1,8/12/2014,48.69315,-112.5083,-1222738,1354181,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,RiversOther,Other Fed,Target_Sampled,MT_RiversOther_NPL,Base_NewRiversOther,Include,MT,Target,NonUrban,1,176.2483528,None,2740.86,1.98,8.44,Good,353,Good,260,Good,27,Good,92.8,1.011049576,O/E>=0.9,Good,-0.424917171,Good,0.303066502,Moderate,1.00005,Good,-0.824567263,Not Assessed,,750.0118126,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1004293,WYSS-1206,2014,1,8/12/2014,41.23328,-105.2929,-771650.3,456082.1,West,Western Mountains,Lower Missouri Region,Missouri Region,West,Region_8,SmallStreams,USFS,Target_Sampled,WY_SmallStreams_WMT,Base_NewSmallStreams,Include,WY,Target,NonUrban,1,1719.761148,None,1430.72,7.63,8.02,Good,155,Poor,1091,Poor,220,Poor,8.4,0.781494551,O/E<0.8,Good,-0.203488741,Poor,-1.87898616,Moderate,0.765181818,Good,-0.090906128,Good,79.74,864.188832,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,63.6,4.3,23.8,,,,4/29/2019
1004294,WALS-1068,2014,1,8/12/2014,47.57364,-123.5832,-2059948,1425388,West,Western Mountains,,Pacific Northwest Region,,Region_10,LargeStreams,NPS,Target_Sampled,WA_LargeStreams_WMT,Base_NewLargeStreams,Include,WA,Target,NonUrban,1,945.74425,None,625.32,0.3,7.86,Good,90.9,Good,66,Good,11,Good,52.37,1.292368514,O/E>=0.9,Poor,-0.877039828,Fair,-0.308270007,Moderate,0.454563636,Good,0.238160196,Not Assessed,,74.02722321,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1004296,IALS-1054,2014,1,8/13/2014,43.34031,-91.83877,335662.7,661272.4,Plains and Lowlands,Upper Midwest,Upper Mississippi Region,Upper Mississippi Region,,Region_7,LargeStreams,State,Target_Sampled,IA_LargeStreams_UMW,Base_NewLargeStreams,Include,IA,Target,NonUrban,1,571.1778049,None,4439.6,1.55,8.31,Fair,516,Poor,6025,Poor,62,Poor,12.28,0.82920773,O/E<0.9,Good,-0.641718964,Fair,-0.305552766,High,2.091013636,Fair,-0.392057827,Good,54.85,699.926627,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,152,3.6,19.9,,,,4/29/2019
1004298,MTS9-0926,2014,1,8/12/2014,47.83706,-114.7377,-1404318,1292297,West,Western Mountains,,Pacific Northwest Region,,Region_8,SmallStreams,Other Fed,Target_Sampled,MT_Streams_MT_1st,Base_09Stream,Include,MT,Target,NonUrban,1,6075.814568,None,419.71,2.07,7.65,Good,44.6,Good,84,Poor,64,Good,57.43,1.022469514,O/E>=0.9,Good,0.139030973,Good,-0.816176465,High,2.410265385,Fair,-0.121389835,Good,82.29,321.4167957,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,71,3.61,20,,,,4/29/2019
1004300,PARO-1051,2014,1,8/13/2014,39.80494,-79.32561,1407617,382142,Eastern Highlands,Southern Appalachians,Ohio Region,Ohio-Tennessee Region,,Region_3,RiversOther,Private,Target_Sampled,PA_RiversOther_SAP,Base_NewRiversOther,Include,PA,Target,NonUrban,1,569.8712459,None,862.22,1.9,7.97,Fair,568,Poor,1401,Good,12,Good,74.6,1.01203393,O/E>=0.9,Fair,-0.592686366,Good,0.906678182,Moderate,0.882429004,Good,0.114626146,Good,62.44,2039.656239,Above Human Health Threshold,<= 8 ug/L,0.22,,,,Does Not Exceed 300 ng Hg/g ww,167,3.94,21.8,,,,4/29/2019
1004301,WYSS-1210,2014,1,8/13/2014,41.97347,-110.7556,-1209472,595242.7,West,Xeric,,Upper Colorado Region,,Region_8,SmallStreams,Private,Target_Sampled,WY_SmallStreams_XER,Base_NewSmallStreams,Include,WY,Target,NonUrban,1,737.1642616,None,4400.2,3.8,8.09,Fair,515,Good,284,Fair,84,Poor,16.8,0.332070885,OE<0.5,Good,-0.352528117,Poor,-3.360268266,Moderate,1.257577273,Good,-0.030774758,Fair,67.33,448.5180778,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1004302,WAS9-0927,2014,1,8/13/2014,46.53201,-123.827,-2110899,1320356,West,Western Mountains,,Pacific Northwest Region,,Region_10,SmallStreams,Private,Target_Sampled,WA_Streams_WA_1st,Base_09Stream,Include,WA,Target,NonUrban,1,1526.039698,None,598.94,3.98,7.65,Good,84.3,Poor,578,Poor,47,Good,66.9,1.043785933,O/E>=0.9,Good,-0.18195415,Poor,-2.00926237,Moderate,1.3334,Good,0.099978689,Not Assessed,,562.5297669,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1004303,ORRM-1004,2014,1,8/13/2014,42.46828,-124.3453,-2280671,899629.3,West,Western Mountains,,Pacific Northwest Region,,Region_10,RiversMajor,Private,Target_Sampled,OR_RiversMajor_WMT,Base_NewRiversMajor,Include,OR,Target,NonUrban,1,89.80911379,None,853.1,1.27,7.9,Good,94.8,Fair,178,Poor,85,Poor,19.6,0.841225827,O/E<0.9,Good,-0.54515514,Good,0.093914896,High,1.651590909,Good,-0.16287089,Fair,71.49,984.0684809,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,219,3.53,19.5,,,,4/29/2019
1004304,MSRM-1003,2014,1,8/13/2014,32.11672,-90.87777,480773.5,-589039.2,Plains and Lowlands,Coastal Plains,Lower Mississippi Region,Lower Mississippi Region,,Region_4,RiversMajor,Private,Target_Sampled,MS_RiversMajor_CPL,Base_NewRiversMajor,Include,MS,Target,NonUrban,1,251.934809,None,1351.84,4.53,7.76,Good,184.2,Fair,719,Poor,311,Poor,29.15,0.57101467,O/E<0.8,Fair,-0.862415739,Fair,-2.613461433,Low,0.287890909,Good,0.093262457,Fair,51.61,155.1547438,Below Human Health Threshold,<= 8 ug/L,0.275,,,,Does Not Exceed 300 ng Hg/g ww,253,3.78,20.9,,,,4/29/2019
1004306,MTSS-1326,2014,1,8/13/2014,48.43206,-113.1133,-1272215,1333841,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,SmallStreams,Other Fed,Target_Sampled,MT_SmallStreams_NPL,Base_NewSmallStreams,Include,MT,Target,NonUrban,1,154.4782007,None,3623.69,2.93,8.65,Good,424,Good,239,Good,21,Good,76.2,1.093503166,O/E>=0.9,Poor,-0.996069706,Good,-0.08473571,Moderate,0.6667,Good,-0.44096436,Good,52.77,1547.214605,Above Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1004307,NER9-0915,2014,1,8/13/2014,41.54085,-102.716,-555669.8,472393.8,Plains and Lowlands,Southern Plains,Lower Missouri Region,Missouri Region,,Region_7,RiversMajor,Private,Target_Sampled,NE_Rivers_NE_7th+,Base_09River,Include,NE,Target,NonUrban,1,272.3531412,None,4114.02,3.86,8.37,Good,798,Poor,2633,Poor,288,Good,56.57,1.053674029,O/E>=0.9,Good,-0.926892903,Good,-1.104000162,Moderate,1.201420833,Good,-0.508638306,Poor,33.24,,Not Assessed,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1004308,MARM-1001,2014,1,8/12/2014,42.65448,-72.46514,1898456,813591.6,Eastern Highlands,Northern Appalachians,,New England Region,,Region_1,RiversMajor,Private,Target_Sampled,MA_RiversMajor_NAP,Base_NewRiversMajor,Include,MA,Target,NonUrban,1,73.12732677,None,695.84,3.59,7.84,Good,120.5,Good,335,Good,17,Poor,7.18,0.490165211,OE<0.5,Poor,-1.301029996,Poor,-3.193409914,High,1.727340909,Fair,-0.073610777,Poor,23.69,248.2064159,Below Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,584,3.21,17.8,,,,4/29/2019
1004309,TXRM-1020,2014,1,8/13/2014,31.49402,-99.60394,-340978.5,-664887.9,Plains and Lowlands,Southern Plains,,Rio Grande-Texas-Gulf Region,,Region_6,RiversMajor,Private,Target_Sampled,TX_RiversMajor_SPL,Base_NewRiversMajor,Include,TX,Target,NonUrban,1,188.9677364,None,2148.75,6.99,8.29,Fair,1744,Fair,774,Fair,60,Good,41.05,0.989055941,O/E>=0.9,Good,-0.387216143,Good,1.287080226,Moderate,0.492436364,Good,-0.063783383,Poor,31.76,36.74829508,Below Human Health Threshold,<= 8 ug/L,0.89,,,,Not Assessed,71.2,3.64,20.2,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1004310,WASS-1139,2014,1,8/12/2014,46.45441,-120.4151,-1860393,1240778,West,Xeric,,Pacific Northwest Region,,Region_10,SmallStreams,Other Fed,Target_Sampled,WA_SmallStreams_XER,Base_NewSmallStreams,Include,WA,Target,Urban,1,678.6785595,None,809.87,1.48,7.7,Good,94,Good,155,Fair,62,Poor,30.48,0.978420783,O/E>=0.9,Good,-0.496085569,Poor,-3.221970349,High,1.916727273,Fair,-0.325598187,Fair,66.31,1858.310029,Above Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,147,4.1,22.7,,OW_1,Reason for setting as Not Assessed: Exclude - unknown length and species,4/29/2019
1004311,WISS-1163,2014,1,8/11/2014,46.51068,-90.7087,407101.3,1018051,Plains and Lowlands,Upper Midwest,,Great Lakes Region,,Region_5,SmallStreams,Private,Target_Sampled,WI_SmallStreams_UMW,Base_NewSmallStreams,Include,WI,Target,NonUrban,1,1662.0969,Not Assessed,,19.2,,Not Assessed,,Fair,1010,Poor,62.9,Poor,18.13,0.164276168,OE<0.5,Good,-0.20034622,Good,-0.123343983,Low,0,Good,0.124741285,Good,43.1,1352.129909,Above Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,55.9,0.588,3.26,,OW_1,Reason for setting as Not Assessed: Exclude - non-target species and does not meet length criterion,4/29/2019
1004314,MAR9-0901,2014,1,8/14/2014,41.96179,-70.91978,2040503,770679.9,Eastern Highlands,Northern Appalachians,,New England Region,,Region_1,RiversOther,Private,Target_Sampled,MA_Rivers_CMMRV_5th,Base_09River_RVT,Include,MA,Target,NonUrban,2,56.09934713,None,915.48,5.12,7.57,Fair,528,Poor,2253,Poor,74,Poor,15.1,0.397644101,OE<0.5,Good,-0.521564691,Fair,-2.510660016,Moderate,1.007609091,Good,0.137871779,Poor,33.7,544.4359455,Below Human Health Threshold,<= 8 ug/L,0.111,,0.15,L,Does Not Exceed 300 ng Hg/g ww,129,3.08,17.1,,,,4/29/2019
1004321,WAS9-0917,2014,1,8/14/2014,46.52706,-120.7843,-1885813,1255839,West,Xeric,,Pacific Northwest Region,,Region_10,LargeStreams,Other Fed,Target_Sampled,WA_Streams_WA_4th,Base_09Stream,Include,WA,Target,NonUrban,1,246.5497234,None,767.98,1.78,7.88,Good,78.1,Good,213,Poor,157,Good,87.63,0.952091705,O/E>=0.9,Fair,-0.711994806,Fair,-1.364688064,Low,0,Poor,-0.675325671,Good,81,323.5075931,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,141,7.59,42,,,,4/29/2019
1004322,NJRM-1002,2014,1,8/14/2014,41.31138,-74.79188,1747321,622850.2,Eastern Highlands,Southern Appalachians,,Mid-Atlantic Region,,Region_2,RiversMajor,NPS,Target_Sampled,NJ_RiversMajor_SAP,Base_NewRiversMajor,Include,NJ,Target,Urban,1,468.6580387,None,319.69,2.58,7.59,Good,96.3,Fair,445,Fair,16,Good,56.27,0.925550517,O/E>=0.9,Good,-0.227811696,Good,0.575923172,Moderate,0.954572727,Good,0.145704816,Not Assessed,,170.0588073,Below Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,783,4.09,22.6,,,,4/29/2019
1004324,MAR9-0903,2014,1,8/13/2014,42.57836,-72.56958,1892280,803259.6,Eastern Highlands,Northern Appalachians,,New England Region,,Region_1,RiversMajor,Private,Target_Sampled,MA_Rivers_MA_6th,Base_09River,Include,MA,Target,Urban,1,38.51335145,None,706.51,3.32,7.78,Good,139.7,Fair,380,Good,16,Poor,32.38,0.923024834,O/E>=0.9,Fair,-1.016086822,Fair,-2.135044382,Moderate,0.856445887,Fair,0.063606264,Poor,30.44,1707.791586,Above Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,524,4.05,22.4,,,,4/29/2019
1004325,MARM-1002,2014,1,8/14/2014,42.35176,-72.62634,1893957,777560,Eastern Highlands,Northern Appalachians,,New England Region,,Region_1,RiversMajor,Private,Target_Sampled,MA_RiversMajor_NAP,Base_NewRiversMajor,Include,MA,Target,Urban,1,73.12732677,None,553.27,3.92,7.62,Good,110,Fair,423,Poor,50,Poor,8.25,7.67E-02,OE<0.5,Good,-0.23793557,Good,-0.325006433,High,1.81825,Good,0.18514278,Poor,24.1,8069.07912,Above Human Health Threshold,<= 8 ug/L,0.152,,,,Exceeds 300 ng Hg/g ww,528,3.03,16.8,,,,4/29/2019
1004327,NER9-0916,2014,1,8/14/2014,41.02435,-98.06696,-172402.5,396806.3,Plains and Lowlands,Southern Plains,Lower Missouri Region,Missouri Region,,Region_7,RiversMajor,Private,Target_Sampled,NE_Rivers_NE_7th+,Base_09River,Include,NE,Target,NonUrban,1,272.3531412,None,2790.65,4.85,8.58,Good,856,Poor,1676,Poor,371,Poor,14.42,0.713650486,O/E<0.8,Good,-0.958607315,Good,-0.944343688,Moderate,0.500018182,Fair,-0.392057827,Poor,18.9,120.7766961,Below Human Health Threshold,<= 8 ug/L,0.118,,0.15,L,Not Assessed,,,,,,,4/29/2019
